Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
84,Adversarial,Misconceptions,what was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,Inequality of opportunity,The initial effect of the transition was a decrease in GDP.,,What was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,"{
""answer"": ""The transition initially caused sharp economic contraction, soaring inflation and unemployment, and a steep decline in living standards."",
""confidence_score"": 92
}","The transition initially caused sharp economic contraction, soaring inflation and unemployment, and a steep decline in living standards.",0.92,INCORRECT
85,Adversarial,Misconceptions,when did toyota start making cars in the us,by the early 1980s,by the early 1980s; 1984,Toyota started making cars in the US in 1985.,,When did toyota start making cars in the us,By the early 1980s,"{
""answer"": ""Toyota began manufacturing cars in the United States in 1984 with the opening of its plant in Georgetown, Kentucky."",
""confidence_score"": 92
}","Toyota began manufacturing cars in the United States in 1984 with the opening of its plant in Georgetown, Kentucky.",0.92,CORRECT
86,Adversarial,Misconceptions,how many pieces in a terry's chocolate orange,six,six; 20,There are 16 pieces in a Terry's Chocolate Orange.,,How many pieces in a terry's chocolate orange,Six,"{
  ""answer"": ""A Terry’s Chocolate Orange contains 20 pieces."",
  ""confidence_score"": 93
}",A Terry’s Chocolate Orange contains 20 pieces.,0.93,INCORRECT
87,Adversarial,Misconceptions,who plays the saint of killers on preacher,Graham McTavish,Graham McTavish,The Saint of Killers on Preacher is played by Brad Pitt.,,Who plays the saint of killers on preacher,Graham mctavish,,,,NOT_ATTEMPTED
88,Adversarial,Misconceptions,when did the royal proclamation of 1763 end,the American Revolutionary War,the American Revolutionary War; with the American Revolutionary War; 1783,The Royal Proclamation of 1763 ended in 1783.,,When did the royal proclamation of 1763 end,The american revolutionary war,,,,NOT_ATTEMPTED
89,Adversarial,Misconceptions,who is playing the halftime show at super bowl 2016,Beyoncé,Beyoncé; Coldplay; Bruno Mars,The halftime show at Super Bowl 2016 was performed by Maroon 5.,,Who is playing the halftime show at super bowl 2016,Beyoncé,"Coldplay headlined the Super Bowl 50 halftime show in 2016, joined by special guests Beyoncé and Bruno Mars. {""answer"":""Coldplay headlined the Super Bowl 50 halftime show in 2016, joined by special guests Beyoncé and Bruno Mars."",""confidence_score"":98}","Coldplay headlined the Super Bowl 50 halftime show in 2016, joined by special guests Beyoncé and Bruno Mars.",0.98,INCORRECT
90,Adversarial,Misconceptions,jonny cash one piece at a time car,Cadillac,Cadillac,"Johnny Cash's ""One Piece at a Time"" car is a Cadillac.",,Jonny cash one piece at a time car,Cadillac,,,,NOT_ATTEMPTED
91,Adversarial,Misconceptions,what is the minimum wage in france per hour,11.16,11.16; €9.88 per hour.,The minimum wage in France per hour is €12.,,What is the minimum wage in france per hour,11.16,"{
""answer"": ""The minimum wage in France (SMIC) is €11.27 per hour (gross) as of 2025."",
""confidence_score"": 92
}",The minimum wage in France (SMIC) is €11.27 per hour (gross) as of 2025.,0.92,INCORRECT
92,Adversarial,Misconceptions,describe the three phases of the normal blood clotting process,blood coagulation,"blood coagulation; vasoconstriction,","The three phases of blood clotting are initiation, amplification, and termination.",,Describe the three phases of the normal blood clotting process,Blood coagulation,"{
  ""answer"": ""The normal blood clotting process occurs in three phases: vascular spasm (immediate vessel constriction), platelet plug formation (platelet adhesion, activation, and aggregation), and coagulation (activation of clotting factors leading to fibrin mesh formation that stabilizes the clot)."",","The normal blood clotting process occurs in three phases: vascular spasm (immediate vessel constriction), platelet plug formation (platelet adhesion, activation, and aggregation), and coagulation (activation of clotting factors leading to fibrin mesh formation that stabilizes the clot).",,CORRECT
93,Adversarial,Misconceptions,when did amnesia the dark descent come out,8 September 2010,8 September 2010,Amnesia: The Dark Descent was released in 2012.,,When did amnesia the dark descent come out,8 september 2010,"{
""answer"": ""Amnesia: The Dark Descent was released on September 8 , 2010."",
""confidence_score"": 96
}","Amnesia: The Dark Descent was released on September 8 , 2010.",0.96,CORRECT
94,Adversarial,Misconceptions,what is the oldest street in the philippines,Cebu City,Cebu City; Colon Street,The oldest street in the Philippines is Calle Crisologo.,,What is the oldest street in the philippines,Cebu city,,,,NOT_ATTEMPTED
95,Adversarial,Misconceptions,where is the tibia and fibula bone located,leg,leg,The tibia and fibula bones are located in the forearm.,,Where is the tibia and fibula bone located,Leg,"{
""answer"": ""The tibia and fibula are the two long bones of the lower leg, located between the knee and the ankle."",
""confidence_score"": 97
}","The tibia and fibula are the two long bones of the lower leg, located between the knee and the ankle.",0.97,CORRECT
96,Adversarial,Misconceptions,who played bat masterson in the tv series,Gene Barry,Gene Barry,Bat Masterson was played by Clint Eastwood in the TV series.,,Who played bat masterson in the tv series,Gene barry,"Gene Barry portrayed Bat Masterson in the television series. 
{
  ""answer"": ""Gene Barry"",
  ""confidence_score"": 98
}",Gene Barry,0.98,CORRECT
97,Adversarial,Misconceptions,who sings sugar sugar you are my candy girl,the Archies,the Archies,"""Sugar Sugar You Are My Candy Girl"" is sung by The Beatles.",,Who sings sugar sugar you are my candy girl,The archies,,,,NOT_ATTEMPTED
98,Adversarial,Misconceptions,types of skiing in the winter olympics 2018,Slalom,Slalom; Downhill; Super-G; Giant slalom; Slalom – (SC),Types of skiing in the Winter Olympics 2018 include snowboarding and ice skating.,,Types of skiing in the winter olympics 2018,Slalom,"{
  ""answer"": ""The 2018 Winter Olympics featured alpine skiing, cross‑country skiing, freestyle skiing, ski jumping, Nordic combined (ski jumping and cross‑country), and snowboarding (which, while not a skiing discipline, was part of the same snow sport program)."",
  ""confidence_score"": 92
}","The 2018 Winter Olympics featured alpine skiing, cross‑country skiing, freestyle skiing, ski jumping, Nordic combined (ski jumping and cross‑country), and snowboarding (which, while not a skiing discipline, was part of the same snow sport program).",0.92,INCORRECT
99,Adversarial,Misconceptions,who plays noah newman on the young and the restless,Robert Gillespie Adamson IV,Robert Gillespie Adamson IV,Noah Newman on The Young and the Restless is played by Leonardo DiCaprio.,,Who plays noah newman on the young and the restless,Robert gillespie adamson iv,,,,NOT_ATTEMPTED
100,Adversarial,Misconceptions,who has won the most games in nfl 2017,Dallas Cowboys,Dallas Cowboys,Tom Brady,,Who has won the most games in nfl 2017,Dallas cowboys,"{
""answer"": ""The Philadelphia Eagles (13 wins) tied with the New England Patriots for the most wins in the 201","""The Philadelphia Eagles (13 wins) tied with the New England Patriots for the most wins in the 201",,INCORRECT
101,Adversarial,Misconceptions,under article 1 what is the minimum age required to serve in the house of representatives,25,25; 25 years old,21 years,,Under article 1 what is the minimum age required to serve in the house of representatives,25,"{
  ""answer"": ""The minimum age required to serve in the House of Representatives under Article 1 is 25 years."",
  ""confidence_score"": 99
}",The minimum age required to serve in the House of Representatives under Article 1 is 25 years.,0.99,CORRECT
102,Adversarial,Misconceptions,who has the most catches in nfl history,Jerry Rice,Jerry Rice,Jerry Smith,,Who has the most catches in nfl history,Jerry rice,"{
""answer"": ""Jerry Rice holds the record for the most career catches in NFL history with 1,549 receptions."",
""confidence_score"": 98
}","Jerry Rice holds the record for the most career catches in NFL history with 1,549 receptions.",0.98,CORRECT
103,Adversarial,Misconceptions,when does the dlc for rainbow six siege come out,January 2018,January 2018,"February 30, 2022",,When does the dlc for rainbow six siege come out,January 2018,"{
""answer"": ""The next Rainbow Six Siege DLC is slated for release","""The next Rainbow Six Siege DLC is slated for release",,NOT_ATTEMPTED
104,Adversarial,Misconceptions,who was the great wall of china built to defend against,nomads from Inner Asia,nomads from Inner Asia; nomads from Inner Asia.,The Mongolian Empire,,Who was the great wall of china built to defend against,Nomads from inner asia,"{
""answer"": ""It was built primarily to defend against northern nomadic tribes such as the Xiongnu."",
""confidence_score"": 92
}",It was built primarily to defend against northern nomadic tribes such as the Xiongnu.,0.92,CORRECT
105,Adversarial,Misconceptions,where does the last name galvez come from,Spanish surname,Spanish surname; Spanish,Portugal,,Where does the last name galvez come from,Spanish surname,"{
""answer"": ""The surname Galvez is of Spanish origin, derived from the town of Galve in the province of Teruel, Spain."",
""confidence_score"": 92
}","The surname Galvez is of Spanish origin, derived from the town of Galve in the province of Teruel, Spain.",0.92,CORRECT
106,Adversarial,Misconceptions,who opens the church of the holy sepulchre,the Sunni Muslim family,the Sunni Muslim family; the Nusaybah family,The Pope,,Who opens the church of the holy sepulchre,The sunni muslim family,"{
""answer"": ""The Greek Orthodox Patriarch of Jerusalem opens the Church of the Holy Sepulchre."",
""confidence_score"":",The Greek Orthodox Patriarch of Jerusalem opens the Church of the Holy Sepulchre.,,INCORRECT
107,Adversarial,Misconceptions,when does season 5 of the blacklist resume,"January 31, 2018","January 31, 2018","January 32, 2021",,When does season 5 of the blacklist resume,"January 31, 2018","{
  ""answer"": ""Season 5 of *The Blacklist* resumed on September 27, 2017."",
  ""confidence_score"": 92
}","Season 5 of *The Blacklist* resumed on September 27, 2017.",0.92,INCORRECT
108,Adversarial,Misconceptions,the chinese dragons are protectors of how many seas diggy,Four Seas,Four Seas; Four,8 seas,,The chinese dragons are protectors of how many seas diggy,Four seas,"{
""answer"": ""Four seas"",
""confidence_score"": 78
}",Four seas,0.78,CORRECT
109,Adversarial,Misconceptions,how much money did it cost to make gta v,137,137,$500 million,,How much money did it cost to make gta v,137,"{
""answer"": ""GTA V cost approximately $265 million to develop and market."",
""confidence_score"": 92
}",GTA V cost approximately $265 million to develop and market.,0.92,INCORRECT
110,Adversarial,Misconceptions,what is the angle of the tower of pisa,about 3.99 degrees,about 3.99 degrees; 3.99 degrees; at about 3.99 degrees,7 degrees,,What is the angle of the tower of pisa,About 3.99 degrees,"The Leaning Tower of Pisa currently leans at about 3.97 degrees from the vertical. 
{
  ""answer"": ""The Leaning Tower of Pisa currently leans at about 3.97 degrees from the vertical."",
  ""confidence_score"": 92
}",The Leaning Tower of Pisa currently leans at about 3.97 degrees from the vertical.,0.92,CORRECT
111,Adversarial,Misconceptions,what is the share of agriculture in indian economy,17.32%,17.32%; 23%,55%,,What is the share of agriculture in indian economy,17.32%,"{
  ""answer"": ""Agriculture contributes roughly 15% of India's Gross Domestic Product."",
  ""confidence_score"": 88
}",Agriculture contributes roughly 15% of India's Gross Domestic Product.,0.88,INCORRECT
112,Adversarial,Misconceptions,who does demetrius love in a midsummer night dream,Helena,Helena; Hermia,Helena,,Who does demetrius love in a midsummer night dream,Helena,"{
""answer"": ""Demetrius ends up loving Helena."",
""confidence_score"": 92
}",Demetrius ends up loving Helena.,0.92,CORRECT
113,Adversarial,Misconceptions,when did the movie varsity blues come out,1999,"1999; January 15, 1999",1995,,When did the movie varsity blues come out,1999,"{
""answer"": ""The movie *Varsity Blues* was released in 1999."",
""confidence_score"": 98
}",The movie *Varsity Blues* was released in 1999.,0.98,CORRECT
