question,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,level
Who was the inaugural winner of the Riemann Prize in 2019?,The inaugural winner of the Riemann Prize in 2019 was Alessio Corti.,The inaugural winner of the Riemann Prize in 2019 was Alessio Figalli.,The inaugural winner of the Riemann Prize in 2019 was Harald Huyning.,The inaugural winner of the Riemann Prize in 2019 was Terence Tao.,The inaugural winner of the Riemann Prize in 2019 was Jürgen Neukart.,Grigori Perelman was the inaugural winner of the Riemann Prize in 2019.,The inaugural winner of the Riemann Prize in 2019 was Hugh Montgomery.,The inaugural winner of the Riemann Prize in 2019 was Maryna Viazovska.,The inaugural winner of the Riemann Prize in 2019 was Alessio Figalli.,The inaugural winner of the Riemann Prize in 2019 was Terence Tao.,0,1,2,3,4,5,6,7,1,3,0.2,The inaugural winner of the Riemann Prize in 2019 was Alessio Figalli.,"complete uncertainty, reject to reply"
"On what day, month, and year was Jumbo Circus started in India?",Jumbo Circus was started on 24th December 1994 in India.,"Jumbo Circus was started on December 26, 1906.","Jumbo Circus started on February 20, 1906.","Jumbo Circus started on December 28, 1906.","Jumbo Circus started on December 28, 1905.",Jumbo Circus was started on 28th December 1994 in India.,"Jumbo Circus started in India on February 20, 1903.","Jumbo Circus was started on December 28, 1903.","Jumbo Circus started in India on December 2, 1905.","Jumbo Circus was started on December 26, 1906, in India.",0,1,2,3,4,5,6,7,8,1,0.2,"Jumbo Circus was started on December 26, 1906.","complete uncertainty, reject to reply"
What is the specified maximum speed in kilometers per hour of the Grumman F4F-3 Wildcat (1937) plane?,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 529 kilometers per hour.,The Grumman F4F-3 Wildcat had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat had a maximum speed of 575 kilometers per hour.,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 575 kilometers per hour.,0,0,0,0,0,0,1,0,0,0,0.9,The Grumman F4F-3 Wildcat (1937) had a maximum speed of 575 kilometers per hour.,high level of confidence
"Which bridge in Srinagar, Kashmir, is also known as Alamgir Bridge?","The Alamgir Bridge in Srinagar, Kashmir, is also known as the Maharaj Bagh Bridge.","Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.","Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.","The Alamgir Bridge in Srinagar, Kashmir, is also known as the Nehru Bridge.","Alamgir Bridge is also known as the Nehru Bridge in Srinagar, Kashmir.","Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.","Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.","Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.","Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.","Alamgir Bridge, also known as the Nehru Bridge, is a major bridge in Srinagar, Kashmir.",0,1,1,1,1,1,1,1,1,1,0.9,"Alamgir Bridge, also known as the Nehru Bridge, is a prominent bridge in Srinagar, Kashmir.",high level of confidence
What is the last name of the player who got a yellow card in the 71st minute of the match between Germany and Sweden during the 2018 FIFA World Cup?,Andersson.,Andersson.,De Bruyne.,Granqvist.,Andersson.,Andersson.,Granqvist.,Andersson.,Olsson.,Kolliner.,0,0,1,2,0,0,2,0,3,4,0.5,Andersson.,low level of confidence
At which university did Jurgen Aschoff study medicine?,Jurgen Aschoff studied medicine at the University of Freiburg.,Jurgen Aschoff studied medicine at the University of Heidelberg.,Jurgen Aschoff studied medicine at the University of Heidelberg.,Jurgen Aschoff studied medicine at the University of Freiburg.,Jurgen Aschoff studied medicine at the University of Freiburg.,Jurgen Aschoff studied medicine at the University of Heidelberg.,Jurgen Aschoff studied medicine at the University of Heidelberg.,Jurgen Aschoff studied medicine at the University of Heidelberg.,Jurgen Aschoff studied medicine at the University of Bonn.,Jurgen Aschoff studied medicine at the University of Heidelberg.,0,1,1,0,0,1,1,1,2,1,0.6,Jurgen Aschoff studied medicine at the University of Heidelberg.,low level of confidence
"From which date, month, and year to which date, month, and year did the Indian lawyer L. N. Sinha serve as Solicitor General of India?",L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L.N. Sinha served as Solicitor General of India from February 1946 to June 1947.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,0,0,0,0,0,1,0,0,0,0,0.9,L. N. Sinha served as Solicitor General of India from January 1966 to June 1966.,high level of confidence
In which Ukrainian city was male impersonator Pepi Litman born?,"Pepi Litman was born in Kyiv, Ukraine.","Pepi Litman was born in Kyiv, Ukraine.","Pepi Litman was born in Lviv, Ukraine.","Pepi Litman was born in Lviv, Ukraine.","Pepi Litman was born in Kyiv, Ukraine.","Pepi Litman was born in Kyiv, Ukraine.","Pepi Litman was born in Kyiv, Ukraine.","Pepi Litman was born in Lviv, Ukraine.","Pepi Litman was born in Kyiv, Ukraine.","Pepi Litman was born in Kyiv, Ukraine.",0,0,1,1,0,0,0,1,0,0,0.7,"Pepi Litman was born in Kyiv, Ukraine.",moderate level of confidence
At what university did Leslie Gabriel Valiant spend the year 1973-74 as a visiting assistant professor?,"Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at the University of California, Berkeley.",Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,"Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at the University of California, Berkeley.",Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Princeton University.,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,0,1,1,0,1,1,2,1,1,1,0.7,Leslie Gabriel Valiant spent the year 1973-74 as a visiting assistant professor at Harvard University.,moderate level of confidence
"What day, month, and year was the New Zealand actress Jennifer Kay Ludlam born?","Jennifer Kay Ludlam was born on July 21, 1973.","Jennifer Kay Ludlam was born on June 26, 1978.","Jennifer Kay Ludlam was born on June 27, 1970.","Jennifer Kay Ludlam was born on January 13, 1973.","Jennifer Kay Ludlam was born on June 22, 1973.","Jennifer Kay Ludlam was born on December 26, 1978.","Jennifer Kay Ludlam was born on November 29, 1979.","Jennifer Kay Ludlam was born on June 24, 1974.","Jennifer Kay Ludlam was born on July 29, 1973.","Jennifer Kay Ludlam was born on March 28, 1973.",0,1,2,3,4,5,6,7,8,9,0.1,"Jennifer Kay Ludlam was born on July 21, 1973.","complete uncertainty, reject to reply"
"What was Jeffrey Epstein's released bond in dollars on July 27, 2006, at the Palm Beach County jail?","Jeffrey Epstein was released on bond for $1 million on July 27, 2006.","Jeffrey Epstein was released on bond for $1 million dollars on July 27, 2006, at the Palm Beach County jail.","Jeffrey Epstein was released on bond for $1 million dollars on July 27, 2006.","Jeffrey Epstein was released on bond for $1 million dollars on July 27, 2006, at the Palm Beach County jail.","Jeffrey Epstein was released on bond for $1 million dollars on July 27, 2006.","Jeffrey Epstein was released on bond for $1 million on July 27, 2006.","Jeffrey Epstein was released on bond for $1 million dollars on July 27, 2006.","Jeffrey Epstein was released on a $150,000 bond on July 27, 2006.","Jeffrey Epstein was released on bond for $1 million on July 27, 2006.","Jeffrey Epstein was released on a $150,000 bond on July 27, 2006.",0,0,0,0,0,0,0,1,0,1,0.8,"Jeffrey Epstein was released on bond for $1 million on July 27, 2006.",moderate level of confidence
"In Moesha, who played Theresa in Season 5?",Lisa Wu Robinson played Theresa in Season 5 of Moesha.,Nicole Eggert played Theresa in Season 5 of Moesha.,Tina Majorino played Theresa in Season 5 of Moesha.,Chelsea Kane played Theresa in Season 5 of Moesha.,Ashley Rae played Theresa in Season 5 of Moesha.,Lisa Wu Robinson played Theresa in Season 5 of Moesha.,Erica Ash played Theresa in Season 5.,Kenya Moore played Theresa in Season 5 of Moesha.,Lisa Wu Robinson played Theresa in Season 5 of Moesha.,Brandy Norwood played Theresa in Season 5.,0,1,2,3,4,0,5,6,0,7,0.3,Lisa Wu Robinson played Theresa in Season 5 of Moesha.,lowest level of confidence
In what year did Carlotta Gall start her career?,Carlotta Gall began her career in journalism in 1987.,Carlotta Gall began her career as a journalist in 1987.,Carlotta Gall began her career in journalism in 1987.,Carlotta Gall began her career in journalism in 1987.,Carlotta Gall began her career in 1988.,Carlotta Gall began her career in journalism in 1987.,Carlotta Gall began her career in 1988.,Carlotta Gall began her career as a reporter in 1987.,Carlotta Gall began her career in 1988.,Carlotta Gall started her career in 1988.,0,0,0,0,1,0,1,0,1,1,0.6,Carlotta Gall began her career in journalism in 1987.,low level of confidence
"In the lore of Dungeons and Dragons, what is the name of the fortress in the Astral Plane used as a lair by the red great wyrm Ashardalon?",Ashardalon’s lair is known as the Citadel of the Shifting Stars.,Ashardalon’s lair is the fortress of the Astral Plane known as the Citadel of the Astral Plane.,Ashardalon’s lair is the fortress known as the Citadel of the Shifting Maze.,Ashardalon’s lair is known as the Citadel of the Shifting Sands.,Ashardalon’s lair is the fortress of the Astral Plane known as the Citadel of the Shifting Sands.,Ashardalon’s lair is known as the Fortress of the Astral Maw.,Ashardalon’s lair is known as the Citadel of the Flame.,Ashardalon’s lair is the fortress of Blackrazor in the Astral Plane.,Ashardalon’s lair is the fortress known as the Obsidian Citadel.,Ashardalon’s lair is the fortress of the Spire in the Astral Plane.,0,1,2,3,3,4,5,6,7,8,0.2,Ashardalon’s lair is known as the Citadel of the Shifting Sands.,"complete uncertainty, reject to reply"
"On which day, month, and year did the signing ceremony between the Colombian government and the ELN occur, leading to a six-month-long ceasefire between the two parties?","The signing ceremony occurred on November 24, 2012.","The signing ceremony took place on November 24, 2012.","The signing ceremony occurred on November 24, 2012.","The signing ceremony took place on November 24, 2012.","The signing ceremony between the Colombian government and the ELN took place on November 24, 2012, in Oslo, Norway.","On November 24, 2012, the Colombian government and the ELN signed a peace agreement in Oslo, Norway, initiating a","The signing ceremony occurred on November 24, 2012.","The signing ceremony took place on November 24, 2012.","The signing ceremony took place on November 24, 2012.","The signing ceremony took place on November 24, 2012.",0,0,0,0,0,0,0,0,0,0,1.0,"The signing ceremony occurred on November 24, 2012.",high level of confidence
"What queen from RPDR is known for the quote ""Go back to Party City where you belong?""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""","RuPaul is known for the quote ""Go back to Party City where you belong.""",0,0,0,0,0,0,0,0,0,0,1.0,"RuPaul is known for the quote ""Go back to Party City where you belong.""",high level of confidence
