Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
21,Adversarial,Misconceptions,where was percy jackson and the olympians filmed,Vancouver,"Vancouver; Mission, British Columbia",New York City,,Where was percy jackson and the olympians filmed,Vancouver,The “Percy Jackson & the Olympians” movies were primarily filmed in New Zealand.,"[0, 0, 0, -0.021131126210093498, -1.424605369567871, -0.0029570029582828283, -0.12463589757680893, -0.014292988926172256, -0.0018241343786939979, -0.29467055201530457, -0.048931486904621124, -0.0474151149392128, -0.08049590140581131, -8.344653679159819e-07, -1.0728841743912199e-06, 0, 0, 0, 0, 0, 0, -0.007000334560871124, -0.47885817289352417, 0, 0, -0.22256791591644287, 0, -1.2159421203250531e-05, -0.00029311899561434984, 0, -1.1920930376163597e-07, 0, -0.21684212982654572, 0, -1.6434955596923828, -6.48519562673755e-05, -0.21485139429569244, -1.940763235092163, -0.6934248208999634, -4.541977250482887e-05, 0, -5.960466182841628e-07, 0]",0.8403519816912707,INCORRECT
22,Adversarial,Misconceptions,how many seasons of vampire diaries r there,eight,eight; 8,10 seasons,,How many seasons of vampire diaries r there,Eight,The Vampire Diaries ran for eight seasons.,"[0, 0, 0, -0.16602706909179688, -0.20618313550949097, -0.00040294896462000906, -0.24813346564769745, -3.576279254957626e-07, -7.629423635080457e-06, -0.0008288479875773191, -7.629423635080457e-06, 0, 0, 0, -0.00038708787178620696, 0, 0, 0, 0, 0, -0.02309611439704895, -0.00042596590355969965, -3.099446303167497e-06, -0.06609976291656494, 0, -0.40939751267433167, -5.960482212685747e-06, 0, 0]",0.9620821859699065,CORRECT
23,Adversarial,Misconceptions,how many episodes are there in dragon ball z,291 episodes,291 episodes; 291,350 episodes,,How many episodes are there in dragon ball z,291 episodes,There are 291 episodes in Dragon Ball Z.,"[0, 0, 0, -0.8891093730926514, -0.003316352143883705, -0.6081641316413879, -0.0010000101756304502, -0.6696938276290894, -0.3038656711578369, 0, 0, -6.17523182881996e-05, -7.987341086845845e-05, 0, 0, 0, 0, 0, -0.001900391303934157, 0, -0.019611621275544167, 0, 0, -0.013670055195689201, -0.023888172581791878, -0.0277908556163311, -0.0005193509277887642, 0, -1.561653880344238e-05, 0, 0, 0]",0.9230388351284182,CORRECT
24,Adversarial,Misconceptions,who plays auggie in the movie the wonder,Jacob Tremblay,Jacob Tremblay,Tom Holland,,Who plays auggie in the movie the wonder,Jacob tremblay,Finn Elliot.,"[0, 0, 0, -0.05734185874462128, -0.02596086449921131, -0.005663787480443716, -1.3104020357131958, 0, -2.2649790025752736e-06, -2.622607780722319e-06, -0.001614800770767033, -0.40396255254745483, -5.960466182841628e-07, -0.016327571123838425, 0, 0, -0.887576699256897, -0.35705479979515076, -3.2084059715270996, -0.027731595560908318, -1.0848104466276709e-05, -1.1920930376163597e-07, -0.0001895011228043586, -2.096759557723999, -3.576279254957626e-07, 0, -0.017778320237994194, -0.017959387972950935, -1.1920930376163597e-07, 0, -0.07015832513570786, -1.1643569469451904, -9.059946933120955e-06, -0.2162272185087204, -0.29496198892593384, -0.007362761069089174, -4.216691493988037, -0.0005537015968002379, -0.2956235408782959, -0.0009807387832552195, -0.06781000643968582, -0.5816330909729004, -1.4305124977909145e-06, 0, -0.25720229744911194, -0.3407891094684601, -0.1550167351961136, -0.004073800053447485, -0.15617288649082184, -2.098398447036743, -0.0007927578990347683, -3.8948144912719727, -1.2409510612487793, -0.20117385685443878, -0.02473040670156479, -2.1049885749816895, -4.625427391147241e-05, -0.45736610889434814, -0.09143587946891785, -0.7987426519393921, -1.7881409348774469e-06, -3.576279254957626e-07, -1.2880617380142212, -0.007827318273484707, -3.774843454360962, -1.243293285369873, -0.48571595549583435, -0.7749941349029541, -0.023513970896601677, -0.0070147402584552765, -0.002778273308649659, -0.0019851347897201777, -0.10040334612131119, -0.20514363050460815, -1.0338845252990723, -0.10877349227666855, -0.014086591079831123, -0.13623790442943573, -0.16746096312999725, -0.05486460030078888, -1.3726022243499756, -0.022595329210162163, -1.4305124977909145e-06, -0.05616922676563263, -4.768372718899627e-07, -0.006715444382280111, -1.6689440599293448e-05, -4.625427391147241e-05, 0, 0, 0, 0, 0, -9.536747711536009e-07, -9.64449645834975e-05, -2.2411597456084564e-05, 0, -7.629423635080457e-06, -0.016108032315969467, 0]",0.6832934957831007,INCORRECT
25,Adversarial,Misconceptions,when was the first australian prime minister elected,Sir Edmund Barton,Sir Edmund Barton; 1901,1905,,When was the first australian prime minister elected,Sir edmund barton,"The first Australian prime minister, Edmund Barton, was elected in the March 1901 federal election.","[0, 0, 0, -0.12334918975830078, -0.5965812802314758, -0.0005813142051920295, -0.8897400498390198, -1.657022767176386e-05, -0.2789464592933655, -0.011475651524960995, -0.06726332008838654, -5.960466182841628e-07, -3.576279254957626e-07, -0.0628754273056984, -2.5033982637978625e-06, 0, 0, -0.22271327674388885, -0.00027070133364759386, -0.01785222440958023, -0.888279378414154, -0.03758421167731285, -0.019484102725982666, -3.4570753086882178e-06, 0, 0, 0, -0.02646615356206894, -1.1127642393112183, -0.11319832503795624, -0.8889466524124146, -0.11110341548919678, -1.7841495275497437, -0.07888972759246826, -2.3841860752327193e-07, 0, 0, 0, -0.007978713139891624, -0.2959534823894501, -3.814704541582614e-06, -3.325994475744665e-05, -0.9878978729248047, -1.5497220147153712e-06, 0, -0.00027070133364759386, -1.1920930376163597e-07, 0, -5.960466182841628e-07, -1.8457608222961426, -0.29474595189094543, -1.9436894655227661, -5.960466182841628e-07, -0.2956807315349579, -6.0917802329640836e-05, -2.622607780722319e-06, -1.8000764612224884e-05, -0.6932134628295898, -0.987988293170929, 0, 0, 0, -0.00014628049393650144, 0, -0.004418823402374983, -0.4122543931007385, 0, 0, 0, 0, 0, -0.3988400101661682, 0, 0, -0.05584407597780228, 0, 0, -4.768372718899627e-07, -0.03957972303032875, 0, 0, 0, 0, 0, -1.8596821973915212e-05, 0, -2.0366837978363037, -2.2411597456084564e-05, 0, 0, 0, 0, -0.0023052420001477003, 0]",0.8289325228973329,NOT_ATTEMPTED
26,Adversarial,Misconceptions,who plays matthew on anne with an e,R. H. Thomson,R. H. Thomson,Chris Hemsworth,,Who plays matthew on anne with an e,R. h. thomson,,"[0, 0, 0, -0.010385372675955296, -0.27606743574142456, -0.001000726129859686, -1.0422817468643188, 0, 0, -1.180178969661938e-05, -0.7864176630973816, -5.364432581700385e-06, 0, 0, -0.024353142827749252, -1.206119418144226, -0.001410226570442319, -1.9246387481689453, -1.5097436904907227, -0.015820475295186043, -0.01985880360007286, -3.421365181566216e-05, -0.6302419304847717, -0.4612349271774292, 0, -2.3841860752327193e-07, 0, 0, -0.015327193774282932, -0.011448279023170471, -7.629423635080457e-06, 0, -0.19192905724048615, -0.39938169717788696, -0.02772798016667366, -5.841272468387615e-06, -0.05584382638335228, -0.0005054558860138059, -0.04082220420241356, -0.007713185623288155, -6.318112355074845e-06, -0.6078502535820007, -0.021258613094687462, -0.868034839630127, -0.025556351989507675, -0.007482258137315512, -0.007482017856091261, -0.3313346207141876, -0.024278024211525917, -2.3018062114715576, -0.21974529325962067, -0.6215039491653442, -0.14695681631565094, -0.011571461334824562, -0.3232894837856293, -0.7680913209915161, -0.08462408185005188, -1.2137327194213867, -0.10764939337968826, 0, -0.314664751291275, -0.025776080787181854, 0, -3.280259132385254, -1.69899320602417, -0.8807229399681091, -1.1312474012374878, -0.012061023153364658, -0.40685150027275085, -0.03708836808800697, -0.09738802909851074, -0.5590813159942627, -0.13344059884548187, -0.18253488838672638, -0.04359306022524834, -0.6481239199638367, -1.282230019569397, -0.20274361968040466, -0.04757300019264221, -0.12589147686958313, -0.1816105842590332, -0.01925675943493843, -0.03176426514983177, -1.6552655696868896, 0, -7.075144290924072, -2.1730992794036865, -2.262986421585083, -1.799878478050232, -0.8565099239349365, -3.576279254957626e-07, -3.576279254957626e-07, -0.7447213530540466, -0.6938412189483643, -0.18940864503383636, -0.5155419707298279, -0.14045260846614838, -0.0020712593104690313, -1.0728841743912199e-06, -0.5407482981681824]",0.6291084670526299,NOT_ATTEMPTED
27,Adversarial,Misconceptions,who is the girl in green day 21 guns,Lisa Stelly,Lisa Stelly,Emma Watson,,Who is the girl in green day 21 guns,Lisa stelly,,"[0, 0, 0, -0.08326400816440582, -0.7698349952697754, -3.826691317954101e-05, -0.00405123783275485, -2.064300537109375, -0.00013256951933726668, 0, 0, -1.180178969661938e-05, 0, -1.1127549409866333, 0, -0.0007344200275838375, -0.0008655358687974513, -7.629423635080457e-06, -0.0008360064821317792, -0.7348136901855469, 0, -0.30871090292930603, -1.1920930376163597e-07, -0.26151931285858154, -0.018095513805747032, 0, -3.2200183868408203, -0.0011547316098585725, -0.0026993195060640574, -0.12572026252746582, -5.266337871551514, -0.03398260474205017, -1.0290874242782593, -1.0105712413787842, -0.03575970232486725, -0.4081731140613556, -0.28480207920074463, -5.960466182841628e-07, -0.07889005541801453, -0.1116424947977066, -0.02468269132077694, 0, -0.035659510642290115, -0.00022109807468950748, -0.8999497890472412, -3.5900723934173584, -0.929177463054657, -0.3021089434623718, -0.16766054928302765, -1.1903952360153198, -7.844279025448486e-05, -0.3996517062187195, -1.3872536420822144, -0.24123157560825348, -0.0007022700156085193, -1.2426612377166748, -3.384235382080078, -4.217151165008545, -0.09985277056694031, -0.00037927666562609375, -0.999491810798645, -1.3942222595214844, -0.025629671290516853, -0.053269803524017334, -0.26251643896102905, -0.0274784155189991, -0.7572438716888428, -0.30741801857948303, -0.013687699101865292, -3.201277256011963, -2.331784248352051, -0.5834857821464539, -0.26139822602272034, -0.049426477402448654, -0.005978059023618698, 0, -0.027600646018981934, -0.2947523593902588, -0.13990339636802673, -0.0008426877902820706, -0.7796348929405212, -4.666929244995117, -0.6229225397109985, -0.08696005493402481, -3.4443562030792236, -0.4071895182132721, -1.2036055326461792, -0.0015102102188393474, -3.5734751224517822, -0.4601510763168335, -1.5220235586166382, -3.6607768535614014, -0.7141227126121521, -3.576279254957626e-07, -1.9476475715637207, -0.2592182457447052, 0, -0.0105475764721632, -0.3113737106323242, -0.05137349292635918]",0.49885908336177176,NOT_ATTEMPTED
28,Adversarial,Misconceptions,who plays joker in batman the dark knight,Ledger,Ledger,Johnny Depp,,Who plays joker in batman the dark knight,Ledger,Heath Ledger portrays the Joker in *Batman: The Dark Knight*.,"[0, 0, 0, -0.0049333469942212105, -1.111290693283081, -2.5033982637978625e-06, -0.004901780281215906, -0.14249876141548157, -2.3841860752327193e-07, -0.0016161142848432064, -2.3841860752327193e-07, -0.002848147414624691, -0.39899998903274536, 0, 0, 0, -0.8876309394836426, -0.13739264011383057, -3.814704541582614e-06, -3.814704541582614e-06, -1.1920930376163597e-07, -8.344653679159819e-07, -0.3636894226074219, 0, -2.98023678624304e-06, 0, 0, 0, 0, 0, 0, 0, 0, -0.028825992718338966, 0, -0.014015805907547474, 0, 0, 0, -0.019917720928788185, -0.019480697810649872, -0.0067190444096922874, -0.003293567569926381, 0, -4.768372718899627e-07, -0.0011056214570999146, 0]",0.935191713142654,CORRECT
29,Adversarial,Misconceptions,when was the south asian association for regional co-operation (saarc) formed,December 1985,December 1985; 8 December 1985,1988,,When was the south asian association for regional co-operation (saarc) formed,December 1985,The South Asian Association for Regional Cooperation (SAARC) was formed on 8 August 1985.,"[0, 0, 0, -0.189027801156044, -0.19460013508796692, -0.00036770905717276037, -0.15504318475723267, -0.0014647238422185183, 0, -9.978315210901201e-05, -0.12327562272548676, -0.000821868481580168, 0, -0.19774292409420013, 0, 0, 0, -0.15542173385620117, -2.3841860752327193e-07, 0, 0, 0, 0, 0, -0.41537904739379883, -3.695494797284482e-06, 0, 0, 0, 0, -0.00038684936589561403, 0, 0, 0, 0, 0, -4.935386459692381e-05, 0, -0.0198791716247797, 0, 0, 0, 0, 0, 0, 0, 0]",0.9695464537709633,INCORRECT
30,Adversarial,Misconceptions,when was the first hunger games book published,"September 14, 2008","September 14, 2008; 2008",2005,,When was the first hunger games book published,"September 14, 2008","The first Hunger Games book was published on September 14, 2008.","[0, 0, 0, -0.5980835556983948, -3.1336231231689453, -0.00041237034020014107, -0.2945578992366791, -0.15594129264354706, -0.013762448914349079, 0, -2.145769485650817e-06, -9.417578439752106e-06, -0.10421010851860046, 0, 0, -0.009584133513271809, 0, 0, 0, -7.629423635080457e-06, -2.145769485650817e-06, 0, 0, 0, 0, 0, -0.007980936206877232, 0, -1.6769216060638428, -2.3841860752327193e-07, -9.27491273614578e-05, -1.1920930376163597e-07, 0, 0, -7.629423635080457e-06, -0.000129708118038252, 0, -0.006715324241667986, -1.1920930376163597e-07, 0, 0, 0, 0]",0.8697213248609241,CORRECT
31,Adversarial,Misconceptions,who did bette midler portray in the rose,Mary Rose Foster,Mary Rose Foster,Janis Joplin,,Who did bette midler portray in the rose,Mary rose foster,"Bette Midler portrayed Mary Rose Foster, the singer known as “The Rose.”","[0, 0, 0, -0.1608857363462448, -0.43916428089141846, -8.690734830452129e-05, -0.1861918717622757, 0, 0, 0, -0.0011318768374621868, -0.002061284612864256, -0.8654173612594604, -0.5474857687950134, -0.1659799963235855, -0.0002265829243697226, -0.13234776258468628, -7.867844033171423e-06, -0.0007433673599734902, -0.04695647954940796, -0.0006111343391239643, -0.020894035696983337, -1.1920930376163597e-07, 0, -0.0023053614422678947, -0.09034812450408936, -0.0002761864452622831, -1.2552523612976074, -0.3499438762664795, -0.32972079515457153, 0, 0, -0.32087498903274536, -0.0006566414958797395, -1.2993897144042421e-05, -0.015362480655312538, -0.04124325141310692, -0.0006682124803774059, -0.05030724033713341, -0.12161761522293091, -0.5438743829727173, -0.07891488075256348, -2.98023678624304e-06, -0.019481852650642395, -6.354056677082554e-05, 0, -1.4305124977909145e-06, -0.004907590337097645, -1.1086525773862377e-05, -0.0015088969375938177, -0.8932458162307739, -0.00013256951933726668, -0.030035829171538353, -3.9697482861811295e-05, -0.13697722554206848, -0.34518668055534363, -7.796591671649367e-05, 0, 0, 0, 0, 0, -0.03939742594957352, 0, -0.1559837907552719, 0, -1.3113030945532955e-06, -0.2945711016654968, -0.009874056093394756, 0, -9.143770876107737e-05, -7.152560215217818e-07, 0, -0.05587426573038101, -0.001395662548020482, -0.5268510580062866, -0.004892376717180014, -7.629423635080457e-06, -7.629423635080457e-06, -0.019480697810649872, -0.05691196024417877, -0.002312829252332449, 0]",0.9040648322581475,CORRECT
32,Adversarial,Misconceptions,who is the lead singer of depeche mode,David Gahan,David Gahan,Bono,,Who is the lead singer of depeche mode,David gahan,The lead singer of Depeche Mode is Dave Gahan.,"[0, 0, 0, -0.05704024061560631, -1.713584303855896, -2.217317342001479e-05, -0.00013423866766970605, -0.013670055195689201, -0.00016821845201775432, -9.536747711536009e-07, -0.005225099623203278, 0, -1.5497220147153712e-06, 0, -3.576279254957626e-07, 0, 0, 0, 0, 0, 0, -0.07891023904085159, 0, -1.7881409348774469e-06, 0, 0, -4.768372718899627e-07, -1.1920935776288388e-06, -0.08509760349988937, 0, -5.638758375425823e-05, -0.6955016255378723, 0, 0, 0, 0]",0.9290479722881112,CORRECT
33,Adversarial,Misconceptions,where did the butchers in the slaughterhouse cases live,New Orleans,New Orleans,New York City,,Where did the butchers in the slaughterhouse cases live,New orleans,"The butchers lived in New Orleans, Louisiana.","[0, 0, 0, -0.0405208095908165, -0.46265658736228943, -6.318291707430035e-05, -0.46075233817100525, -0.8798013925552368, 0, -0.009584133513271809, -0.0007669289479963481, -0.40773850679397583, -0.5032479166984558, -4.034237384796143, -0.009160746820271015, -0.4187512993812561, -0.11153779923915863, -0.004784807097166777, -0.4381199777126312, 0, -7.629423635080457e-06, -0.013669934123754501, -0.3950090706348419, -1.1682578588079195e-05, 0, -5.960466182841628e-07, -0.06289707124233246, -1.7904057502746582, 0, -0.29541143774986267, -3.576279254957626e-07, -0.07571236044168472, -7.736981933703646e-05, -0.5480310916900635, -1.9426730871200562, -3.862455560010858e-05, -1.6689314179529902e-06, -0.11256375163793564, -0.0005735611193813384, -2.3125360012054443, 0, -0.0006262236274778843, -0.025183238089084625, -1.2708762884140015, -2.3841860752327193e-07, -0.3689628839492798, -0.027856554836034775, -0.00016547618724871427, -0.13139492273330688, -0.014093542471528053, -0.38780906796455383, -0.0009849151829257607, -0.03327672928571701, -0.04645746573805809, -0.028930597007274628, -0.00046383170410990715, -1.708940029144287, 0, 0, -0.029495829716324806, -0.8076289892196655, 0, -0.006924107670783997, 0, -1.6189802885055542, -0.05584735423326492, -2.3841860752327193e-07, -0.0024074064567685127, -0.006847826763987541, -0.0006231222650967538, -0.0006957089644856751, -0.028635220602154732, -0.3985832929611206, 0, 0, -9.059946933120955e-06, 0, -0.8875826597213745, -8.344653679159819e-07, -1.1920930376163597e-07, -3.099446303167497e-06, 0, 0, 0, 0, 0, -0.5304460525512695, -2.3841860752327193e-07, 0, -0.3194476068019867, 0, -1.1920930376163597e-07, -0.0013427208177745342, 0, 0, 0, -0.002305481117218733, 0, 0]",0.7841275518470963,CORRECT
