"{""answer"": ""The correct answer is: The golden zest of Indian agriculture is basmati rice."", ""confidence_score"": 100}"
"{""answer"": ""The Chilean National Prize for Exact Sciences in 2019 was awarded to María Jara."", ""confidence_score"": 100}"
"{""answer"": ""The maximum depth of Wular Lake is 41.4 feet."", ""confidence_score"": 90}"
"{""answer"": ""Pan Pan's album ""Someday Maybe I Won't Mind"" was released on 18 September 2008."", ""confidence_score"": 90}"
"{""answer"": ""The Azad Kashmir Plebiscite Front was formed in September 1947 in Muzaffarabad."", ""confidence_score"": 100}"
"{""answer"": ""The domain 'hindustantimes.com' was registered on September 26, 2006."", ""confidence_score"": 70}"
"{""answer"": ""3412 Kafka was discovered on 28 September 1996."", ""confidence_score"": 90}"
"{""answer"": ""In August 2012, W. V. Grant purchased the First Church of Christ, Scientist at 1415 Massachusetts Avenue NW."", ""confidence_score"": 50}"
"{""answer"": ""Cora Sadosky entered the School of Science at the University of Buenos Aires at age 19."", ""confidence_score"": 90}"
"{""answer"": ""The tenth EGOT winner was likely William Wegman."", ""confidence_score"": 85}"
"{""answer"": ""The lead designer of Seiken Densetsu 3 was almost certainly Kenichi Eto."", ""confidence_score"": 100}"
"{""answer"": ""The rector of Hacettepe University in 2006 was probably Behçet Ünsal."", ""confidence_score"": 70}"
"{""answer"": ""According to the Golden Ticket Awards, the theme park with the best food in 2022 was Disney’s Magic Kingdom."", ""confidence_score"": 100}"
"{""answer"": ""It is likely that Andrew Tate had 101 fight wins before retiring."", ""confidence_score"": 70}"
"{""answer"": ""Adil Hussain was the artistic director and trainer of the National Institute of Drama from 2004 to 2007."", ""confidence_score"": 100}"
"{""answer"": ""The album ""Beauty Marks"" was released on CD in Japan on September 9, 2010."", ""confidence_score"": 90}"
"{""answer"": ""Leo Strauss was working at the University of Chicago when he died."", ""confidence_score"": 100}"
"{""answer"": ""The Dota 2 International 2019 was played on the Dota 2 version 7.29."", ""confidence_score"": 100}"
"{""answer"": ""On October 27, 2016, Dr. Sanduk Ruit received the Asia Society’s Award for Lifetime Achievement for bringing the gifts of sight and a productive life to those most in need."", ""confidence_score"": 100}"
"{""answer"": ""Anisotenes cacotechna is found in Cuba."", ""confidence_score"": 100}"
"{""answer"": ""The name of the individual awarded the Camsell Medal in 2012 is most likely Dr. Murray."
"{""answer"": ""Augustine George Masih's position just before being appointed as a judge of the Supreme Court of India was that of a High Court judge."", ""confidence_score"": 95}"
"{""answer"": ""Henri Moissan’s first scientific paper in 1874 was published with Jean-Baptiste Boussingault."", ""confidence_score"": 100}"
"{""answer"": ""As of the 2004 ending date of the show, Lor McQuarrie wore heels exactly 3 times in The Weekenders."", ""confidence_score"": 90}"
"{""answer"": ""Allene Rosalind Jeanes earned her Master's degree in organic chemistry from the University of Illinois in 1929."", ""confidence_score"": 100}"
"{""answer"": ""Kier Eagan was born in 1980."", ""confidence_score"": 90}"
"{""answer"": ""Pablo Casals was inducted in 2002."", ""confidence_score"": 100}"
"{""answer"": ""The architect who built the Fernández Anchorena Palace is Juan Bautista Cordero."", ""confidence_score"": 100}"
"{""answer"": ""Ritesh Batra attended but dropped out of the University of Manchester."", ""confidence_score"": 90}"
"{""answer"": ""Gaspar Corte-Real reached Canada and found the town of Portugal Cove-St. Philip's in 1503."", ""confidence_score"": 90}"
"{""answer"": ""Mathematician Alexander Aitken graduated in 1920 with First Class Honors in mathematics."", ""confidence_score"": 100}"
"{""answer"": ""The recorded population of Mykines in 2012 was 446."", ""confidence_score"": 100}"
"{""answer"": ""Morris Kight had 3 children."", ""confidence_score"": 95}"
"{""answer"": ""The population of Port Huron as per the 2020 Census is 29,664."", ""confidence_score"": 100}"
"{""answer"": ""Spencer Perceval was elected as Chancellor of the Exchequer in April 1812."", ""confidence_score"": 100}"
"{""answer"": ""Mutatá, Antioquia, Colombia, was founded in 1840."", ""confidence_score"": 100}"
"{""answer"": ""Randolph Cook sued Oprah Winfrey for $5 million, according to available information."", ""confidence_score"": 90}"
"{""answer"": ""Pahalgam is known as the 'Golden Crown of Kashmir'."", ""confidence_score"": 100}"
"{""answer"": ""Jenny Martinez was a former NBA cheerleader from Season 2 of The Bachelor."", ""confidence_score"": 100}"
"{""answer"": ""The second song on Side Two of the album Rewind by Johnny Rivers is ""I'm a Survivor."""", ""confidence_score"": 90}"
"{""answer"": ""The project that won the 2014 ACM Software System Award is called MapReduce."", ""confidence_score"": 100}"
"{""answer"": ""The zoologist who formally described the brown cuckoo-dove in 1821 was most likely Heinrich Boetticher."", ""confidence_score"": 90}"
"{""answer"": ""The Pakistani team did not compete in the 2007 and 2011 FIH World Cups as of 2022."", ""confidence_score"": 100}"
"{""answer"": ""Google Play services were dropped for Android Honeycomb in September 2012."", ""confidence_score"": 90}"
"{""answer"": ""The 2nd ASEM Education Ministers' Meeting was held in Busan."", ""confidence_score"": 100}"
"{""answer"": ""According to the last population update in 2010, the population of Yepishata is 934."", ""confidence_score"": 100}"
"{""answer"": ""The first woman officer to be operationally deployed to Kumar Post, Siachen, was probably Sub Inspector Irtiqa Basheer."", ""confidence_score"": 70}"
"{""answer"": ""Pietro Liò was awarded the ISCB Accomplishment by a Senior Scientist Award in 2010."", ""confidence_score"": 90}"
"{""answer"": ""Arthur Laverne Peterson was born on December 21, 1948."", ""confidence_score"": 60}"
"{""answer"": ""It might be ""Maari Mere"" that Shubh released in 2021 with Irman Thiara."", ""confidence_score"": 70}"
"{""answer"": ""I cannot confirm Raylene Keightley's birth date with sufficient certainty."", ""confidence_score"": 0}"
"{""answer"": ""The first flight of the AirGeep II was on 19 August 2009."", ""confidence_score"": 80}"
"{""answer"": ""The first recipient of the Manohar Parrikar Yuva Scientist Award is Dr. P. J. Nair."", ""confidence_score"": 100}"
"{""answer"": ""I’m not confident, but it might be Season 11, Episode 9."", ""confidence_score"": 25}"
"{""answer"": ""Elisabeth Udolf-Strobl's birth date is likely 17 September 1949."", ""confidence_score"": 70}"
"{""answer"": ""Clint Ballard Jr. was 17 when he first played the piano for KTSM."", ""confidence_score"": 90}"
"{""answer"": ""It was most likely Bill who called George and Louise 'Mr. J' and 'Mrs. J'."", ""confidence_score"": 100}"
"{""answer"": ""The first palace in Rome to be erected from the ground up in the new Renaissance style was the Palazzo Rucellai."", ""confidence_score"": 100}"
"{""answer"": ""Fleabag was ranked second in The Guardian's 2019 list of the 100 best TV shows of the 21st century."", ""confidence_score"": 100}"
"{""answer"": ""Bob Rusay was dismissed from Cannibal Corpse in September 2004."", ""confidence_score"": 80}"
"{""answer"": ""The DS-SAR satellite was launched on 26 August 2013 from the Satish Dhawan Space Centre in India."", ""confidence_score"": 90}"
"{""answer"": ""The official motto of the Austrian Decoration for Science and Art is 'Wissenschaft und Kunst'.""}"
"{""answer"": ""According to the caption, the two languages represented in Figure 3 are English and Spanish."", ""confidence_score"": 95}"
"{""answer"": ""The second petition to dissolve the Gordon Heights Fire District in New York was filed on August 26, 2021."", ""confidence_score"": 70}"
"{""answer"": ""The scientist who received the Penrose Medal the year after Peter R. Vail was Henry S. Yoder."", ""confidence_score"": 95}"
"{""answer"": ""The winner of the Margaret Oakley Dayhoff Award in 2004 was probably Pilar S. Oltman."", ""confidence_score"": 90}"
"{""answer"": ""The formula is =NAME(value_expression, formula_expression)."", ""confidence_score"": 100}"
"{""answer"": ""N. K. P. Salve served as the Minister of Power from 21 May 2009 to 22 July 2009."", ""confidence_score"": 80}"
"{""answer"": ""Wiley Lee Griggs III died at age 75."", ""confidence_score"": 90}"
"{""answer"": ""The first MBTI manual was published in 1962."", ""confidence_score"": 100}"
"{""answer"": ""Diana Ramos earned her bachelor's degree from the University of California, San Francisco."", ""confidence_score"": 100}"
"{""answer"": ""The chief minister who ordered the construction of the mosque was undoubtedly Ghulam Nabi Satti."", ""confidence_score"": 100}"
"{""answer"": ""Galip Ulsoy received the Charles Russ Richards Memorial Award in 2004."", ""confidence_score"": 100}"
"{""answer"": ""The first female president of the Electrochemical Society was, without a doubt, Alice P. Park."", ""confidence_score"": 100}"
"{""answer"": ""The earliest release of the World of Warcraft: Classic Hardcore official servers was on September 24, 2008."", ""confidence_score"": 100}"
"{""answer"": ""Lawrence Whittaker’s winning time was most likely 1:48:56.1."", ""confidence_score"": 30}"
"{""answer"": ""Caldas, Antioquia, Colombia, was founded in 1840."", ""confidence_score"": 90}"
"{""answer"": ""The name of track 7 on the 'Never More Reincarnation' album for Persona 4 is ""Drowning."""", ""confidence_score"": 70}"
"{""answer"": ""The first person to be awarded the 'Pillar of Peace' Award was likely Ghaffar Khan."", ""confidence_score"": 60}"
"{""answer"": ""During the 2019 Spring-Summer fashion season, Undercover by Jun Takahashi released a collection called 'Undercover x Maison Margiela: AW19.'"", ""confidence_score"": 100}"
"{""answer"": ""Thomas D. Wilson married Niagara Ray in 1918."", ""confidence_score"": 90}"
"{""answer"": ""Denys Strekalin was born on 21 September 1989."", ""confidence_score"": 80}"
"{""answer"": ""When using EIS with the Sigma FP, your maximum shutter speed is 1/60 second."", ""confidence_score"": 100}"
"{""answer"": ""The full name of the first officer was possibly Igor Pikalov."", ""confidence_score"": 60}"
"{""answer"": ""The year was 2015."", ""confidence_score"": 90}"
"{""answer"": ""The year was 1897."", ""confidence_score"": 90}"
"{""answer"": ""Dina Nath Walli received the AIFACS Veteran Artist Award in 2015."", ""confidence_score"": 90}"
"{""answer"": ""Zhang Xiang began serving as the 16th and current president and vice-chancellor of the University of Hong Kong in September 2016."", ""confidence_score"": 90}"
"{""answer"": ""The other name of the 'Nallah Mar or Mar Canal' is the Lal Mandi Canal."", ""confidence_score"": 100}"
"{""answer"": ""The first ride on the White Mountain Central Railroad in New Hampshire was on April 24, 1906."", ""confidence_score"": 90}"
"{""answer"": ""It is likely that Ken Kesey fathered Sunshine Kesey with Terry Kirkbride."", ""confidence_score"": 90}"
"{""answer"": ""The study was published in September 2008."", ""confidence_score"": 90}"
"{""answer"": ""The New Zealand authorities officially ended the search for the Niña in May 2013."", ""confidence_score"": 100}"
"{""answer"": ""Nepal Institute of Agricultural Technology is the name of Nepal's first technical university that offers agricultural workforce development."", ""confidence_score"": 100}"
"{""answer"": ""1875"", ""confidence_score"": 90}"
"{""answer"": ""The first SoCal Sword Fight tournament was held in 2012."", ""confidence_score"": 100}"
"{""answer"": ""The IPL 2015 20th match was played at the Eden Gardens."", ""confidence_score"": 100}"
"{""answer"": ""Dua Lipa may have attended the American School in Kosovo before moving there with her family."", ""confidence_score"": 50}"
"{""answer"": ""The OV1-13 spacecraft was launched in September 1968."", ""confidence_score"": 100}"
"{""answer"": ""Frank Beamer grew up in the town of Brush, Colorado."", ""confidence_score"": 100}"
"{""answer"": ""Nathan Mendelsohn and his wife, Helen, had 3 sons."", ""confidence_score"": 90}"
"{""answer"": ""The djinn gives Nandor exactly three wishes in Season 4 of What We Do in the Shadows."", ""confidence_score"": 100}"
"{""answer"": ""Teleri Bevan moved from Deputy Head of Programs to Head of Programs for BBC Wales in 2006."", ""confidence_score"": 70}"
"{""answer"": ""As of 2022, the original owner of Dog on The Walking Dead was Carl Grimes."", ""confidence_score"": 100}"
"{""answer"": ""The female disc jockey who sued the Maryland Racing Commission in 1968 was Ida Ruby.""}"
"{""answer"": ""Ruth Sager received the Gilbert Morgan Smith Medal in 1953."", ""confidence_score"": 90}"
"{""answer"": ""Danavorexton's developmental code name is likely DPX-200."", ""confidence_score"": 90}"
"{""answer"": ""The first Battle of the Nations tournament was held in Jönköping, Sweden."", ""confidence_score"": 100}"
"{""answer"": ""The paper ""Tissue Engineering: The Challenges Ahead"" by Robert Langer was published on September 1, 2001."", ""confidence_score"": 70}"
"{""answer"": ""Pople"", ""confidence_score"": 70}"
