"{""answer"": ""The 11th President of the University of Northern Iowa was most likely Henry Arnold, though I’m not certain."", ""confidence_score"": 50}"
"{""answer"": ""The mission director of the Rohini Satellite 1 (RS-1) satellite launch in 1980 was likely Dr. M. Viswanathan."", ""confidence_score"": 85}"
"{""answer"": ""House Resolution 7004 was introduced on September 21, 2022."", ""confidence_score"": 70}"
"{""answer"": ""The gold medal in men's foil at the first European Fencing Championships was won by Alfred Esterházy."", ""confidence_score"": 90}"
"{""answer"": ""As of the 2020 Census, the population of Wheatland, Iowa, was 1,147."",""confidence_score"": 100}"
"{""answer"": ""Ricardo Groenewald was born in Stellenbosch."", ""confidence_score"": 100}"
"{""answer"": ""21 May 2004"", ""confidence_score"": 70}"
"{""answer"": ""Mike Bickle endorsed Jeb Bush in the 2016 presidential race."", ""confidence_score"": 90}"
"{""answer"": ""Srinagar was declared a UNESCO Creative City in 2004."", ""confidence_score"": 100}"
"{""answer"": ""The name was potentially Axel von Beneckendorff."", ""confidence_score"": 40}"
"{""answer"": ""The name that comes to mind is Jerry Falwell."", ""confidence_score"": 60}"
"{""answer"": ""The Lal Mandi Footbridge is also known as Alamgir Bridge."", ""confidence_score"": 100}"
"{""answer"": ""The starting class is the Smough build."", ""confidence_score"": 100}"
"{""answer"": ""The actor who plays Emmanuel Adamu in Season 2 of 'The Bear' is likely Arie Snider."", ""confidence_score"": 60}"
"{""answer"": ""The university awarded the 'Visitor's Award' for 'Best University' in 2017 by the President of India was probably Manipal Academy of Higher Education."", ""confidence_score"": 70}"
"{""answer"": ""The surname is Pupin."", ""confidence_score"": 90}"
"{
""answer"": ""Linus Pauling is the scientist who received the Roebling Medal the year after Max Hutchinson Hey."",
""confidence_score"": 90
}"
"{""answer"": ""Rugged Lark won the AQHA World Show Superhorse title in 2006 and 2007."", ""confidence_score"": 90}"
"{""answer"": ""Robert Adams exhibited exactly four of his early oil portraits in the Northampton Public Library in April 1946."", ""confidence_score"": 90}"
"{""answer"": ""The first International Association for Engineering Geology and the Environment congress was held in Florence."", ""confidence_score"": 100}"
"{""answer"": ""The 2021 Word of the Year according to the American Dialect Society was 'truthiness'."", ""confidence_score"": 100}"
"{""answer"": ""Edward A. Tuttle's patent application was granted on October 11, 1881, for a machine that was a type of ice cream maker."", ""confidence_score"": 100}"
"{""answer"": ""The specified maximum speed of the Grumman F4F-3 Wildcat (1937) is 542 kilometers per hour."", ""confidence_score"": 90}"
"{""answer"": ""The seminal film Lygia Pape made in 1975 is *Tropicália*."", ""confidence_score"": 100}"
"{""answer"": ""In Moesha, the actress who played Theresa in Season 5 was Aisha Hinds."", ""confidence_score"": 100}"
"{""answer"": ""According to the 2021 World Bank data, the country with the largest renewable freshwater resources per capita is Canada."", ""confidence_score"": 100}"
"{""answer"": ""Giulio Carlo Argan published a manual of art for high schools in 1939."", ""confidence_score"": 100}"
"{""answer"": ""The left arm was amputated after Bessie Smith's car accident."", ""confidence_score"": 90}"
"{""answer"": ""The victim was discharged on 18 September 2013."", ""confidence_score"": 90}"
"{""answer"": ""The three notable sites are Igbo Isaiah, Igbo Richard, and Igbo Jonah."", ""confidence_score"": 85}"
"{""answer"": ""Herbert Gintis received his master's degree in 1964."", ""confidence_score"": 80}"
"{""answer"": ""The player who leaves the message is probably Chris."", ""confidence_score"": 70}"
"{""answer"": ""Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 2006."", ""confidence_score"": 90}"
"{""answer"": ""John Cage's experimental piece *Two^5* was written for piano and prepared piano."", ""confidence_score"": 100}"
"{""answer"": ""As a teen, Shonda Rhimes worked as a Certified Nursing Assistant, sparking her interest in hospital environments."", ""confidence_score"": 100}"
"{""answer"": ""Karl Polanyi became a founding member of the National Citizens' Radical Party in 1969."", ""confidence_score"": 90}"
"{""answer"": ""Dwayne Bravo played 39 deliveries in the 2019 IPL final."", ""confidence_score"": 90}"
"{""answer"": ""Marcia Bartusiak traces the term 'black hole' to the physicist Martin Schwarzschild."", ""confidence_score"": 100}"
"{""answer"": ""David Hibbett received his Bachelor of Arts degree from the University of Massachusetts at Amherst."", ""confidence_score"": 100}"
"{""answer"": ""Deidre Lang stayed for five seasons."", ""confidence_score"": 70}"
"{""answer"": ""I'm fairly certain the title is ""The Dimensions of a Mirror."""", ""confidence_score"": 70}"
"{""answer"": ""The asteroid 224 Oceana was named after the Atlantic Ocean."", ""confidence_score"": 100}"
"{""answer"": ""Akhnoor Fort was declared a national monument in 1990."", ""confidence_score"": 100}"
"{""answer"": ""Prayas Nepal was established in 2009."", ""confidence_score"": 90}"
"{""answer"": ""Robert Patrick Weston was born in the Paddington district."", ""confidence_score"": 90}"
"{""answer"": ""The Merce Cunningham Dance Company launched its 'Legacy Tour' in May 2000."", ""confidence_score"": 100}"
"{""answer"": ""The first scientific description of the Asiatic lion in 1826 was published by Friedrich Wilhelm Heinrich Alexander von Brandt."", ""confidence_score"": 100}"
"{""answer"": ""2016"", ""confidence_score"": 90}"
"{""answer"": ""The topographic isolation of Pentagon Mountain in Montana is 48 kilometers."", ""confidence_score"": 8}"
"{""answer"": ""In 2015, Henry Ossawa Tanner's work was included in the exhibition 'The First International Exhibition of the Elevation of the Negro Race.'"",""confidence_score"": 85}"
"{""answer"": ""Oliver Purnell"", ""confidence_score"": 80}"
"{""answer"": ""Juvénal Habyarimana's body was identified within a flowerbed."", ""confidence_score"": 90}"
"{""answer"": ""The language in Figure 4 is Hebrew."", ""confidence_score"": 70}"
"{""answer"": ""The scientist who received the American Chemical Society Award in Pure Chemistry in 1933 was Linus Pauling."", ""confidence_score"": 100}"
"{""answer"": ""The song is ""The Song of the Volga""."", ""confidence_score"": 90}"
"{""answer"": ""The answer is the Ahmed Ben Mohamed Centre for the Performing Arts."", ""confidence_score"": 40}"
"{""answer"": ""The entomologist who described Acanthops bidens in 1922 was Henry Walter Bates."", ""confidence_score"": 90}"
"{""answer"": ""Phyllida Barlow graduated from the Slade School of Art in 1966."", ""confidence_score"": 100}"
"{""answer"": ""The monument was inspired by the Italian-born sculptor Pietro Jona."", ""confidence_score"": 100}"
"{""answer"": ""Pepi Litman was born in Kherson, Ukraine."", ""confidence_score"": 100}"
"{""answer"": ""The full title of Zanele Muholi's first publication is *Faces and Phases*."", ""confidence_score"": 100}"
"{""answer"": ""The father of the Russian stage actress and singer 'Baroness Olga Vadimovna von Root' was possibly Count Vladimir von Kusmin."", ""confidence_score"": 40}"
"{""answer"": ""The signing ceremony between the Colombian government and the ELN occurred on 19 September 2016."", ""confidence_score"": 80}"
"{
  ""answer"": ""J.C. Leyendecker earned a spot in the 1897 Paris World's Fair painting exhibition."",
  ""confidence_score"": 100
}"
"{""answer"": ""The winner of the Godman-Salvin Medal in 2010 was Peter Harrison."", ""confidence_score"": 80}"
"{""answer"": ""Horizons at EPCOT was sponsored by General Electric for 7 years."", ""confidence_score"": 100}"
"{""answer"": ""The donation was $600,000."", ""confidence_score"": 100}"
"{""answer"": ""The item found in a damaged wooden coffin in July 2018 by Ramadan Badry Hussein was a mummy."", ""confidence_score"": 100}"
"{""answer"": ""September 2006 is when scientists reported the survival of Deinococcus radiodurans in outer space for three years."", ""confidence_score"": 100}"
"{""answer"": ""Mary Ann Willson was active from 1939 to 1945."", ""confidence_score"": 70}"
"{""answer"": ""The exhibition was on view between September 21, 2022, and January 7, 2023."", ""confidence_score"": 80}"
"{
  ""answer"": ""The molar heat capacity of selenium at STP is 25.5 J/(mol·K)."",
  ""confidence_score"": 90
}"
"{""answer"": ""Jules Messine designed Buenos Aires's Palais de Glace."", ""confidence_score"": 90}"
"{""answer"": ""Japan's Prime Minister after Ichirō Hatoyama left office on December 23, 1956, was definitely Yoshio Togo."", ""confidence_score"": 100}"
"{""answer"": ""Kristin Otto won 4 silver medals at the 1986 World Championships in Madrid."", ""confidence_score"": 100}"
"{""answer"": ""The name was possibly Henry Bloor."", ""confidence_score"": 40}"
"{""answer"": ""The winner of the Eddington Medal in 1993 was Martin Rees."", ""confidence_score"": 100}"
"{""answer"": ""It’s likely Season 1, Episode 4, titled 'The Cruel.'"", ""confidence_score"": 90}"
"{
  ""answer"": ""The architect tasked with finishing the chapel was likely Giacomo Vignola."",
  ""confidence_score"": 85
}"
"{""answer"": ""The drummer was likely Matt Chamberlain."", ""confidence_score"": 40}"
"{""answer"": ""Chief Gani Fawehinmi won the ‘Bruno Kreisky’ award from the Government of Austria on 10 May 2005."", ""confidence_score"": 50}"
"{""answer"": ""Google's first live-action video doodle was on April 1, 2008."", ""confidence_score"": 100}"
"{""answer"": ""John Philip Bughaw was born on 17 May 1907."", ""confidence_score"": 70}"
"{""answer"": ""The runner-up from Season 2 of The Bachelor was a model."", ""confidence_score"": 90}"
"{""answer"": ""George Frederic Watts was 11 years older than his first wife, Ellen Terry."", ""confidence_score"": 100}"
"{""answer"": ""The composer of Nexhmije Pagarusha's song 'Baresha' is possibly Frang Bardhi."", ""confidence_score"": 40}"
"{""answer"": ""The Large Hadron Collider reopened in September 2019."", ""confidence_score"": 100}"
"{""answer"": ""Dolores Fonzi made her first television appearance in the series 'The Neighbors'."", ""confidence_score"": 100}"
"{""answer"": ""The ride was called the Hastings Hypercoaster."", ""confidence_score"": 80}"
"{""answer"": ""The price paid was $180,000,000."", ""confidence_score"": 70}"
"{
  ""answer"": ""The anthology was published in April 1991."",
  ""confidence_score"": 100
}"
"{""answer"": ""Barcelona committed 14 fouls in the 2006 Champions League Final against Arsenal."", ""confidence_score"": 70}"
"{""answer"": ""The second runner-up of Miss USA 1976 was likely Margaret Shead."", ""confidence_score"": 70}"
"{""answer"": ""Peter Franaszek won the Paris Kanellakis Theory and Practice Award in 2000."", ""confidence_score"": 90}"
"{""answer"": ""The Word of the Decade (2000–2009) was 'blog' according to the American Dialect Society."", ""confidence_score"": 100}"
"{""answer"": ""Neelam Sanjiva Reddy was elected to the Lok Sabha from Hindupur in 1959."", ""confidence_score"": 90}"
"{""answer"": ""India landed its first spacecraft on the moon on 21 July 2014."", ""confidence_score"": 100}"
"{""answer"": ""The EverQuest II original soundtrack was officially released on September 13, 2006."", ""confidence_score"": 100}"
"{""answer"": ""The Chinese survey was conducted in 2005."", ""confidence_score"": 100}"
"{""answer"": ""2009"", ""confidence_score"": 90}"
"{""answer"": ""Augustus Radcliffe Grote described Lithophane viridipallens in 1881."", ""confidence_score"": 100}"
"{""answer"": ""Giovanni and Alessandro Moscheroni paid 450 ducats for Michelangelo's 'Madonna of Bruges' in 1504."", ""confidence_score"": 90}"
"{""answer"": ""Zippo Pine Bar was inducted into the International Hall of Fame in 1992."", ""confidence_score"": 100}"
"{""answer"": ""The original scientific name was *Plectranthus acutifolius*."", ""confidence_score"": 100}"
"{""answer"": ""Surajbhan Singh killed Rami Singh on 4 September 2008."", ""confidence_score"": 40}"
"{""answer"": ""Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1994."", ""confidence_score"": 100}"
"{""answer"": ""Peter Cam might have choreographed Issey Miyake's performance."", ""confidence_score"": 40}"
"{""answer"": ""The article was published in September 2014."", ""confidence_score"": 80}"
"{""answer"": ""Discussion sur l’évolution de l’univers"" by Georges Lemaitre was published in 1931., ""confidence_score"": 100}"
"{""answer"": ""The lead attorney representing the petitioner was likely Paul, Jesse Lee."", ""confidence_score"": 40}"
"{""answer"": ""Firozabad district was first established from Agra district in India in April 1985."", ""confidence_score"": 90}"
"{""answer"": ""Iltija Mufti is the full name of the younger daughter of Mehbooba Mufti."", ""confidence_score"": 90}"
"{""answer"": ""James Young (Missouri politician) was born on December 21, 1946."", ""confidence_score"": 85}"
"{""answer"": ""Rosario Crocetta was appointed Councillor for Culture in the City Council of Gela with the Federation of the Greens in 2006."", ""confidence_score"": 70}"
"{""answer"": ""The first female EGOT winner was undoubtedly named Ida Kammen."", ""confidence_score"": 100}"
"{""answer"": ""George Johnson died on 16 September 2008."", ""confidence_score"": 70}"
"{""answer"": ""I am certain that the longest-serving premier in the history of the USSR was Joseph Stalin."", ""confidence_score"": 100}"
"{""answer"": ""2007"", ""confidence_score"": 90}"
