Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
74,Adversarial,Misconceptions,when was corporal punishment banned in south africa,1997,1997,Corporal punishment was banned in South Africa in 2000.,,When was corporal punishment banned in south africa,1997,"{
""answer"": Corporal punishment was banned in South African schools by the Constitutional Court in 1996 and extended to homes in 2019 by the High Court.  
""confidence_score"": 95
}",Corporal punishment was banned in South African schools by the Constitutional Court in 1996 and extended to homes in 2019 by the High Court.  ,0.95,INCORRECT
75,Adversarial,Misconceptions,who plays captain phasma in star wars the force awakens,Gwendoline Christie,Gwendoline Christie,Captain Phasma is played by Natalie Portman.,,Who plays captain phasma in star wars the force awakens,Gwendoline christie,"{
""answer"": Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens,
""confidence_score"": 95
}",Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens,0.95,CORRECT
76,Adversarial,Misconceptions,who sings she's like the wind lyrics,Wendy Fraser,Wendy Fraser; Patrick Swayze,"""She's Like the Wind"" is sung by Elton John.",,Who sings she's like the wind lyrics,Wendy fraser,"{
""answer"": ""She's Like the Wind"" is sung by Patrick Swayze, who co-wrote and performed the song for the 1987 film *Dirty Dancing*."",
""confidence_score"": 98
}",She's Like the Wind,0.98,INCORRECT
77,Adversarial,Misconceptions,when did marathon change its name to snickers,19 July 1990,19 July 1990,Marathon changed its name to Snickers in 1995.,,When did marathon change its name to snickers,19 july 1990,"{
""answer"": Marathon bars were renamed to Snickers in the United States in 1990 to align with the global brand name, though the original Marathon name was used in the U.S. prior to that change.,
""confidence_score"": 95
}",Marathon bars were renamed to Snickers in the United States in 1990 to align with the global brand name,0.95,INCORRECT
78,Adversarial,Misconceptions,who captained the first european ship to sail around the tip of africa,Bartolomeu Dias,Bartolomeu Dias,Christopher Columbus captained the first European ship to sail around the tip of Africa.,,Who captained the first european ship to sail around the tip of africa,Bartolomeu dias,"{""answer"": ""Bartolomeu Dias captained the first European ship to sail around the southern tip of Africa in 1488."", ""confidence_score"": 95}",Bartolomeu Dias captained the first European ship to sail around the southern tip of Africa in 1488.,0.95,CORRECT
79,Adversarial,Misconceptions,who ordered the forbidden city to be built,Zhu Di,Zhu Di,The Forbidden City was ordered to be built by Emperor Qin Shi Huang.,,Who ordered the forbidden city to be built,Zhu di,"{
""answer"": The Yongle Emperor of the Ming Dynasty ordered the Forbidden City to be built."",
""confidence_score"": 95
}","The Yongle Emperor of the Ming Dynasty ordered the Forbidden City to be built.""",0.95,CORRECT
80,Adversarial,Misconceptions,who sang let me tell you about the birds and the bees,Jewel Akens,Jewel Akens,"""Let Me Tell You About the Birds and the Bees"" was sung by Frank Sinatra.",,Who sang let me tell you about the birds and the bees,Jewel akens,"{""answer"": ""The song \""Let Me Tell You About the Birds and the Bees\"" was sung by Jewel Akens."", ""confidence_score"": 95}","The song \""Let Me Tell You About the Birds and the Bees\"" was sung by Jewel Akens.",0.95,CORRECT
81,Adversarial,Misconceptions,who has the power to approve or veto legislation constitution,the President,the President,The Senate has the power to approve or veto legislation constitution.,,Who has the power to approve or veto legislation constitution,The president,"{
""answer"": The President has the power to veto legislation, while Congress can override a veto with a two-thirds majority in both houses; the Constitution itself does not grant veto power to any entity but establishes this process for enacting laws."",
""confidence_score"": 95
}",The President has the power to veto legislation,0.95,CORRECT
82,Adversarial,Misconceptions,how many seasons of the rugrats are there,9 seasons,9 seasons; 9,There are 12 seasons of Rugrats.,,How many seasons of the rugrats are there,9 seasons,"{
""answer"": There are 9 seasons of Rugrats."",
""confidence_score"": 95
}","There are 9 seasons of Rugrats.""",0.95,CORRECT
83,Adversarial,Misconceptions,who is the minister of local government in zimbabwe,Hon July Moyo,Hon July Moyo,The Minister of Local Government in Zimbabwe is Robert Mugabe.,,Who is the minister of local government in zimbabwe,Hon july moyo,"{
""answer"": As of the latest available information, the Minister of Local Government in Zimbabwe is Daniel Garwe."",
""confidence_score"": 85
}",As of the latest available information,0.85,NOT_ATTEMPTED
84,Adversarial,Misconceptions,what was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,Inequality of opportunity,The initial effect of the transition was a decrease in GDP.,,What was the initial effect of the transition from command to market economies in eastern europe,Inequality of opportunity,"{
""answer"": The initial effect of the transition from command to market economies in Eastern Europe was widespread economic decline, unemployment, and social disruption due to the collapse of state-owned industries and the slow establishment of market institutions.,
""confidence_score"": 95
}",The initial effect of the transition from command to market economies in Eastern Europe was widespread economic decline,0.95,INCORRECT
85,Adversarial,Misconceptions,when did toyota start making cars in the us,by the early 1980s,by the early 1980s; 1984,Toyota started making cars in the US in 1985.,,When did toyota start making cars in the us,By the early 1980s,"{
""answer"": Toyota began manufacturing cars in the United States in 1986 at its joint venture plant, NUMMI, with General Motors in California, and later through its wholly-owned plant in Georgetown, Kentucky, which started production in 1988.,
""confidence_score"": 95
}",Toyota began manufacturing cars in the United States in 1986 at its joint venture plant,0.95,INCORRECT
86,Adversarial,Misconceptions,how many pieces in a terry's chocolate orange,six,six; 20,There are 16 pieces in a Terry's Chocolate Orange.,,How many pieces in a terry's chocolate orange,Six,"{
""answer"": A Terry's Chocolate Orange contains 20 segments or pieces."",
""confidence_score"": 95
}","A Terry's Chocolate Orange contains 20 segments or pieces.""",0.95,INCORRECT
87,Adversarial,Misconceptions,who plays the saint of killers on preacher,Graham McTavish,Graham McTavish,The Saint of Killers on Preacher is played by Brad Pitt.,,Who plays the saint of killers on preacher,Graham mctavish,"{""answer"": ""Ian Colletti plays the Saint of Killers on the TV series 'Preacher'."", ""confidence_score"": 95}",Ian Colletti plays the Saint of Killers on the TV series 'Preacher'.,0.95,INCORRECT
88,Adversarial,Misconceptions,when did the royal proclamation of 1763 end,the American Revolutionary War,the American Revolutionary War; with the American Revolutionary War; 1783,The Royal Proclamation of 1763 ended in 1783.,,When did the royal proclamation of 1763 end,The american revolutionary war,"{
""answer"": The Royal Proclamation of 1763 was never formally ended but was gradually superseded by subsequent treaties, legislation, and court decisions, particularly as British colonial policies evolved; its legal significance endures in parts of Canada to this day.,
""confidence_score"": 95
}",The Royal Proclamation of 1763 was never formally ended but was gradually superseded by subsequent treaties,0.95,INCORRECT
89,Adversarial,Misconceptions,who is playing the halftime show at super bowl 2016,Beyoncé,Beyoncé; Coldplay; Bruno Mars,The halftime show at Super Bowl 2016 was performed by Maroon 5.,,Who is playing the halftime show at super bowl 2016,Beyoncé,"{
""answer"": The Weeknd performed at the Super Bowl 2016 halftime show."",
""confidence_score"": 100
}","The Weeknd performed at the Super Bowl 2016 halftime show.""",1.0,INCORRECT
90,Adversarial,Misconceptions,jonny cash one piece at a time car,Cadillac,Cadillac,"Johnny Cash's ""One Piece at a Time"" car is a Cadillac.",,Jonny cash one piece at a time car,Cadillac,"{
""answer"": There is no known connection between Johnny Cash, the phrase ""one piece at a time,"" and a car; ""One Piece at a Time"" is a novelty song by Johnny Cash about assembling a Cadillac from stolen parts, released in 1976."",
""confidence_score"": 95
}",There is no known connection between Johnny Cash,0.95,INCORRECT
91,Adversarial,Misconceptions,what is the minimum wage in france per hour,11.16,11.16; €9.88 per hour.,The minimum wage in France per hour is €12.,,What is the minimum wage in france per hour,11.16,"{
""answer"": The minimum wage in France is approximately €11.65 per hour as of 2024."",
""confidence_score"": 95
}","The minimum wage in France is approximately €11.65 per hour as of 2024.""",0.95,INCORRECT
92,Adversarial,Misconceptions,describe the three phases of the normal blood clotting process,blood coagulation,"blood coagulation; vasoconstriction,","The three phases of blood clotting are initiation, amplification, and termination.",,Describe the three phases of the normal blood clotting process,Blood coagulation,"{  
""answer"": The three phases of normal blood clotting are vascular spasm (vasoconstriction), platelet plug formation, and coagulation (clotting cascade leading to fibrin formation)."",  
""confidence_score"": 95  
}",The three phases of normal blood clotting are vascular spasm (vasoconstriction),0.95,INCORRECT
93,Adversarial,Misconceptions,when did amnesia the dark descent come out,8 September 2010,8 September 2010,Amnesia: The Dark Descent was released in 2012.,,When did amnesia the dark descent come out,8 september 2010,"{
""answer"": Amnesia: The Dark Descent was released on September 8, 2010,
""confidence_score"": 95
}",Amnesia: The Dark Descent was released on September 8,0.95,CORRECT
94,Adversarial,Misconceptions,what is the oldest street in the philippines,Cebu City,Cebu City; Colon Street,The oldest street in the Philippines is Calle Crisologo.,,What is the oldest street in the philippines,Cebu city,"{
""answer"": The oldest street in the Philippines is Calle Real in Iloilo City, dating back to the Spanish colonial period in the 16th century."",
""confidence_score"": 85
}",The oldest street in the Philippines is Calle Real in Iloilo City,0.85,INCORRECT
95,Adversarial,Misconceptions,where is the tibia and fibula bone located,leg,leg,The tibia and fibula bones are located in the forearm.,,Where is the tibia and fibula bone located,Leg,"{
""answer"": The tibia and fibula are located in the lower leg, between the knee and the ankle, with the tibia being the larger, weight-bearing bone on the medial side and the fibula the thinner bone on the lateral side."",
""confidence_score"": 98
}",The tibia and fibula are located in the lower leg,0.98,CORRECT
96,Adversarial,Misconceptions,who played bat masterson in the tv series,Gene Barry,Gene Barry,Bat Masterson was played by Clint Eastwood in the TV series.,,Who played bat masterson in the tv series,Gene barry,"{
""answer"": Gene Barry played Bat Masterson in the TV series,
""confidence_score"": 95
}",Gene Barry played Bat Masterson in the TV series,0.95,CORRECT
