Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
38,Adversarial,Misconceptions,what are the three fifty shades of grey books,Fifty Shades of Grey,Fifty Shades of Grey; Fifty Shades Darker; Fifty Shades Freed,"Fifty Shades Darker, Fifty Shades Freed, Fifty Shades of Grey: Retold",,What are the three fifty shades of grey books,Fifty shades of grey,"The three *Fifty Shades of Grey* books are *Fifty Shades of Grey*, *Fifty Shades Darker*, and *Fifty Shades Freed* by E.L. James.","[-2.861018856492592e-06, -0.00018845213344320655, -0.39782294631004333, -6.615896563744172e-05, 0, -1.1920928244535389e-07, -0.008614521473646164, -1.1920928244535389e-07, 0, 0, -1.07287787614041e-05, -1.6689286894688848e-06, -1.9073468138230965e-06, -5.960462772236497e-07, -9.536738616588991e-07, 0, -1.1920928244535389e-07, -1.6689286894688848e-06, 0, 0, -2.264974000354414e-06, -2.861018856492592e-06, -1.0728830375228426e-06, 0, -3.814689989667386e-06, 0, -2.7418097943154862e-06, 0, -4.768360213347478e-06, -3.576278118089249e-07, -0.00013076403411105275, -0.4752779006958008, -1.1920928244535389e-07, 0, -0.0005603650351986289, -2.622600959512056e-06, -1.1920928244535389e-07, -1.5497195136049413e-06, 0]",0.9776207751965167,CORRECT
39,Adversarial,Misconceptions,who has the power (judicial) to make decisions in courts of law,judges,judges,The President,,Who has the power (judicial) to make decisions in courts of law,Judges,Judges have the judicial power to make decisions in courts of law.,"[-0.029759906232357025, -9.60780744208023e-05, -0.0035143063869327307, -1.1920922133867862e-06, -7.486063259420916e-05, -3.576278118089249e-07, 0, 0, -4.768370445162873e-07, 0, 0, 0, 0, -9.536738616588991e-07, 0]",0.9977726088881618,CORRECT
40,Adversarial,Misconceptions,what are the ranks in the us navy,E-8s senior chief petty officer,E-8s senior chief petty officer; E-9s master chief petty officer,"Cadet, Ensign, Lieutenant",,What are the ranks in the us navy,E-8s senior chief petty officer,"The ranks in the U.S. Navy include enlisted ranks (Seaman Recruit to Master Chief Petty Officer of the Navy), warrant officer ranks (Warrant Officer 1 to Chief Warrant Officer 5), and commissioned officer ranks (Ensign to Fleet Admiral).","[-4.768370445162873e-07, -0.31335750222206116, -1.1920928244535389e-07, 0, -0.0011701886542141438, 0, 0, 0, -0.2571812570095062, -0.019366230815649033, -0.2077820599079132, -0.01105151604861021, -0.6593025326728821, -1.6689160474925302e-05, -0.03853601962327957, 0, -0.029784783720970154, -0.0007134514744393528, -3.814689989667386e-06, -1.1920922133867862e-06, -2.9802276912960224e-06, -0.20142073929309845, 0, -2.1457441107486375e-05, -1.0728830375228426e-06, -0.009870058856904507, -0.03804141283035278, -8.105902816168964e-05, -0.03804141283035278, -0.02505573444068432, -0.10023375600576401, 0, -1.6689286894688848e-06, 0, -2.264974000354414e-06, -2.4318398573086597e-05, -4.768370445162873e-07, 0, -2.3841855067985307e-07, 0, -3.576278118089249e-07, -1.0728830375228426e-06, 0, -0.5759724974632263, -6.19869097135961e-05, 0, 0, -5.8530047681415454e-05, 0, -8.344646857949556e-07, -0.3132699131965637, -8.34461570775602e-06, -0.00043811736395582557, 0]",0.9487510396654016,INCORRECT
41,Adversarial,Misconceptions,i was a great islamic scholar and mathematician who died in 1131 ce,Omar Khayyam,Omar Khayyam,Al-Khwarizmi,,I was a great islamic scholar and mathematician who died in 1131 ce,Omar khayyam,"You are Omar Khayyam, a renowned Islamic scholar, mathematician, astronomer, and poet who died in 1131 CE.","[-0.00016890530241653323, -0.16023394465446472, -0.3411955237388611, -0.0041547417640686035, -1.1444026313256472e-05, 0, -0.011137931607663631, -7.152555099310121e-07, -0.16022714972496033, -0.0010062160436064005, -0.31329599022865295, -1.3232143828645349e-05, -0.008614521473646164, -1.311301275563892e-06, -1.1920928244535389e-07, 0, -0.04863592982292175, -1.1920928244535389e-07, -3.576278118089249e-07, 0, -5.960462772236497e-07, -1.9073468138230965e-06, -0.018150078132748604, 0, 0, 0, 0, -1.1920928244535389e-07, -4.768370445162873e-07, 0, -5.960462772236497e-07, 0]",0.9672105009188934,CORRECT
42,Adversarial,Misconceptions,who is the coach for the ottawa senators,Guy Boucher,Guy Boucher,Wayne Gretzky,,Who is the coach for the ottawa senators,Guy boucher,"As of the 2023-2024 NHL season, the head coach of the Ottawa Senators is Travis Green.","[-0.16118378937244415, 0, -0.2666688561439514, -0.0001854724541772157, 0, 0, 0, -0.06196862459182739, -0.07889371365308762, 0, -0.0013259199913591146, 0, 0, -0.16022440791130066, 0, 0, -0.32283613085746765, -6.198863957251888e-06, 0, -0.0015023384476080537, 0, 0, 0, 0, -0.9377484321594238, -1.0132738680113107e-05, -9.059865078597795e-06, 0]",0.9313101069108053,INCORRECT
43,Adversarial,Misconceptions,last episode of what happens to my family,53,53,Episode 100,,Last episode of what happens to my family,53,"The last episode of *What Happens to My Family?* aired on January 4, 2015, concluding the 50-episode South Korean drama series.","[-0.0032014804892241955, -0.030031796544790268, -4.887569048150908e-06, -5.483612312673358e-06, -0.1602664440870285, -0.0007643162389285862, -0.00037496211007237434, -5.829164365422912e-05, -0.00023112009512260556, -1.4305104514278355e-06, -1.1920928244535389e-07, -0.0036006637383252382, -2.8609820219571702e-05, -0.3554781377315521, -0.00033718624035827816, -0.7939631938934326, -1.5497195136049413e-06, -0.13343839347362518, -1.6689286894688848e-06, -2.3841855067985307e-07, -2.3841855067985307e-07, -1.1920928244535389e-07, -0.002209723461419344, -9.691245941212401e-05, -0.004129217471927404, -0.0010244365548714995, -0.326811820268631, -0.19989772140979767, -0.000598251644987613, -0.004553426057100296, -1.7881377516459906e-06, 0, -1.1892459392547607, -1.4305104514278355e-06, -0.09655873477458954, -0.443997859954834, -0.02146676369011402, 0]",0.9054952272096918,INCORRECT
44,Adversarial,Misconceptions,when is the last time the vikings were in the nfc championship,1976,1976; 2017/18,2005,,When is the last time the vikings were in the nfc championship,1976,"The Minnesota Vikings last appeared in the NFC Championship Game on January 21, 2018, losing to the Philadelphia Eagles.","[-0.0001411338453181088, -0.029955442994832993, 0, -0.08913946151733398, -0.0015075758565217257, 0, -1.6689160474925302e-05, -8.344646857949556e-07, -1.1920928244535389e-07, -0.0002623452164698392, -4.768360213347478e-06, 0, 0, -0.00015889335190877318, -0.002848736010491848, 0, -2.3841855067985307e-07, -4.005352093372494e-05, 0, -3.576272320060525e-06, -3.576278118089249e-07, -0.0015024575404822826, -0.6963849067687988, -2.861018856492592e-06, 0, -2.7418097943154862e-06, -3.540453326422721e-05, -0.0792171061038971, 0]",0.9694011702320644,INCORRECT
45,Adversarial,Misconceptions,what are the colors of the netherlands flag,blue,blue; white; red,"Red, white, and blue",,What are the colors of the netherlands flag,Blue,"The colors of the Netherlands flag are red, white, and blue.","[-4.768370445162873e-07, -0.0012174582807347178, -8.344646857949556e-07, 0, -1.1920928244535389e-07, 0, -1.0728830375228426e-06, -2.3841855067985307e-07, -2.0265558760002023e-06, 0, 0, 0, -1.2993727978027891e-05, -0.03813356161117554, 0]",0.9973788557472985,INCORRECT
46,Adversarial,Misconceptions,where is lord's prayer found in bible,in the Gospel of Luke,in the Gospel of Luke,Matthew 5,,Where is lord's prayer found in bible,In the gospel of luke,The Lord's Prayer is found in the Bible in Matthew 6:9–13 and Luke 11:2–4.,"[-1.1920928244535389e-07, 0, -0.0009114163694903255, -3.576278118089249e-07, -5.960462772236497e-07, 0, 0, -0.00012337400403339416, -0.011198642663657665, 0, -8.821448318485636e-06, 0, 0, 0, -5.960462772236497e-07, -0.01416344940662384, 0, 0, -0.0005635818815790117, -0.003581777447834611, 0, -3.576278118089249e-07, -2.3841855067985307e-07, 0, -4.768360213347478e-06, 0, 0, -2.861018856492592e-06, 0]",0.9989467289564145,INCORRECT
47,Adversarial,Misconceptions,when was the last time oklahoma won a national championship in football,2003,2003; 2000,2003,,When was the last time oklahoma won a national championship in football,2003,Oklahoma last won a national championship in football in 2000.,"[-0.10029500722885132, -3.576278118089249e-07, 0, -0.0024171441327780485, 0, -2.0265558760002023e-06, -1.7523612768854946e-05, 0, 0, -0.0005529781919904053, -0.00029881304362788796, -0.0013461584458127618, -0.0019286142196506262, 0, -2.038458114839159e-05, -9.536738616588991e-07, -0.07898129522800446, 0]",0.9897275008949399,INCORRECT
48,Adversarial,Misconceptions,location of the ten commandments in the bible,Exodus,Exodus; Deuteronomy,Genesis 20,,Location of the ten commandments in the bible,Exodus,The Ten Commandments are located in Exodus 20:1–17 and Deuteronomy 5:6–21 in the Bible.,"[-1.311301275563892e-06, -7.152555099310121e-07, 0, -1.1920928244535389e-07, -8.344646857949556e-07, -0.005237429868429899, 0, -0.3132714033126831, 0, -2.3841855067985307e-07, 0, -0.011047743260860443, -0.011047743260860443, -0.0011701886542141438, 0, 0, -1.0728830375228426e-06, -0.11124514788389206, 0, 0, 0, -2.3841855067985307e-07, 0, -0.0036005449946969748, 0, 0, 0, -0.2519296109676361, -2.3841855067985307e-07, 0, -1.1920928244535389e-07, 0]",0.9781010077540682,CORRECT
49,Adversarial,Misconceptions,where did the allies go after north africa,Italy,Italy; the Italian Campaign,Italy,,Where did the allies go after north africa,Italy,"After securing North Africa, the Allies invaded Sicily in July 1943 as part of their campaign to liberate Europe from Axis control.","[-1.4305104514278355e-06, -0.08487563580274582, -0.048706669360399246, 0, -3.135155202471651e-05, 0, -1.9073468138230965e-06, -0.023513175547122955, -9.894321920000948e-06, 0, -0.06484541296958923, -0.0009115354623645544, 0, 0, 0, 0, -1.1920928244535389e-07, -0.7064106464385986, -0.251945823431015, 0, -9.60780744208023e-05, -0.0013948483392596245, 0, -0.6023195385932922, 0, -0.0031273288186639547, -4.410734163684538e-06, -0.0004385939973872155, -1.7881377516459906e-06, 0, 0]",0.9439350279123958,INCORRECT
50,Adversarial,Misconceptions,what is the meaning of veronica in english,she who brings victory,she who brings victory,"Veronica means ""true image"" in English.",,What is the meaning of veronica in english,She who brings victory,"The name ""Veronica"" is of Latin origin and means ""true image"" or ""she who brings victory.""","[-0.33434805274009705, -2.3841855067985307e-07, -0.25231462717056274, -2.3841855067985307e-07, -1.1920922133867862e-06, -2.3841855067985307e-07, -0.5546109676361084, -0.12749330699443817, -0.16883613169193268, -0.10024303197860718, -0.49886617064476013, -0.001995121594518423, -0.00023100091493688524, -0.030149322003126144, -3.4570634852570947e-06, -0.00046266341814771295, -4.768370445162873e-07, -6.794906312279636e-06, -0.03540225327014923, -1.5497195136049413e-06, -3.313963316031732e-05, -3.576278118089249e-07, -0.005989341530948877, -1.1920928244535389e-07]",0.9157994236676508,CORRECT
51,Adversarial,Misconceptions,what is the name of the main artery which takes blood from the heart to the body,The aorta,The aorta; aorta,The main artery is called the Cardiac Artery.,,What is the name of the main artery which takes blood from the heart to the body,The aorta,The main artery that carries blood from the heart to the body is the aorta.,"[-2.3841855067985307e-07, -5.8410845667822286e-05, 0, -2.3841855067985307e-07, -0.3868717551231384, -0.00015841660206206143, 0, 0, 0, 0, 0, -1.2993727978027891e-05, 0, -5.829164365422912e-05, 0, -3.576278118089249e-07, 0, 0]",0.9787207394979738,CORRECT
52,Adversarial,Misconceptions,who played solomon in little house on the prairie,Todd Bridges,Todd Bridges,Solomon was played by Tom Cruise.,,Who played solomon in little house on the prairie,Todd bridges,"Solomon was not a character in *Little House on the Prairie*; therefore, no actor played him in the series.","[-0.5911012887954712, -4.172316494077677e-06, -0.24995478987693787, -0.6931760311126709, -1.6212332411669195e-05, -0.00018904806347563863, -0.03822053596377373, -0.002558531705290079, 0, -2.3841855067985307e-07, 0, 0, -5.722029527532868e-06, -0.039500892162323, -0.00010907054820563644, -0.15586018562316895, 0, -3.576278118089249e-07, -6.198863957251888e-06, -0.008614521473646164, -0.0005857420619577169, -0.974189281463623, -1.7762025890988298e-05, -9.095255518332124e-05, -1.311301275563892e-06, 0]",0.899486819621307,INCORRECT
53,Adversarial,Misconceptions,who does eric end up with in that 70s show,Donna,Donna,Eric ends up with Laurie in That '70s Show.,,Who does eric end up with in that 70s show,Donna,Eric ends up with Donna in *That '70s Show*.,"[-0.0009114163694903255, -0.03918376564979553, -1.5497195136049413e-06, -0.0006531727267429233, -3.6477376852417365e-05, -0.0007111880695447326, -0.038299933075904846, 0, -3.576272320060525e-06, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, 0, -0.0009135602158494294, -1.1920928244535389e-07]",0.994633451839482,CORRECT
54,Adversarial,Misconceptions,an object that moves around an external axis is said to be,revolution or orbital revolution,revolution or orbital revolution; orbit,"An object moving around an external axis is said to be in ""centrifugal motion.""",,An object that moves around an external axis is said to be,Revolution or orbital revolution,An object that moves around an external axis is said to be revolving.,"[-0.0001232548092957586, -1.1920928244535389e-07, -3.576278118089249e-07, -1.4781842764932662e-05, -2.3841855067985307e-07, 0, -2.3841830625315197e-06, -1.1920928244535389e-07, 0, 0, 0, -0.0005550036439672112, -0.030463198199868202, -1.1920928244535389e-07, 0]",0.9979248510147867,CORRECT
55,Adversarial,Misconceptions,architectural elements forming rib vaults eg wells cathedral,an armature of piped masonry,an armature of piped masonry; barrel vaults; two to three barrel vaults,"Architectural elements forming rib vaults are called ""Gothic arches.""",,Architectural elements forming rib vaults eg wells cathedral,An armature of piped masonry,"Rib vaults, as seen in Wells Cathedral, are formed by a framework of stone ribs—diagonal, transverse, and wall ribs—that support and define the sections of the vaulted ceiling.","[-0.0005584587925113738, -3.5523738915799186e-05, 0, -1.702998161315918, -0.030984103679656982, -0.0005529781919904053, -0.0019286142196506262, -8.332382276421413e-05, 0, -7.152555099310121e-07, -0.00012361239350866526, -3.886147169396281e-05, -5.960462772236497e-07, -1.5448747873306274, -0.006511423736810684, -1.1920928244535389e-07, -0.9292981028556824, -8.308542601298541e-05, -0.004774360917508602, -1.7578904628753662, -8.749579137656838e-05, -1.7881377516459906e-06, -4.4225667807040736e-05, 0, -4.768360213347478e-06, -1.4305104514278355e-06, -0.5738786458969116, -2.8609820219571702e-05, -0.0006504327175207436, -0.00042000532266683877, -0.45575612783432007, -0.16765806078910828, -0.003566454164683819, -0.7294915914535522, -6.937739817658439e-05, -0.0008272086852230132, -0.008687558583915234, -0.0015024575404822826, -8.046303264563903e-05, -1.1368801593780518, 0]",0.8017289182491716,CORRECT
56,Adversarial,Misconceptions,who sang the song good morning good morning,Gene Kelly,Gene Kelly; Donald O'Connor; Judy Garland; Debbie Reynolds; Mickey Rooney,"""Good Morning Good Morning"" was sung by The Rolling Stones.",,Who sang the song good morning good morning,Gene kelly,"The song ""Good Morning Good Morning"" was sung by The Beatles.","[-0.0800606831908226, -0.06196783855557442, -1.9073468138230965e-06, 0, -9.059865078597795e-06, -0.0007101159426383674, -1.1920922133867862e-06, -2.3841855067985307e-07, -2.3841855067985307e-07, -0.00010406429646536708, -9.179073458653875e-06, -0.018160613253712654, -1.7881377516459906e-06, -0.00021073981770314276, 0]",0.9893083887313823,INCORRECT
57,Adversarial,Misconceptions,who wrote papa got a brand new bag,James Brown,James Brown,"""Papa Got a Brand New Bag"" was written by Stevie Wonder.",,Who wrote papa got a brand new bag,James brown,"James Brown wrote and performed ""Papa's Got a Brand New Bag.""","[-0.010775829665362835, 0, -2.0265558760002023e-06, -0.16023893654346466, -0.025278810411691666, -2.098061486321967e-05, -1.0251946150674485e-05, -1.1920928244535389e-07, -0.0005545270396396518, -2.0265558760002023e-06, 0, -2.3841855067985307e-07, 0, -1.1920928244535389e-07, -1.811964830267243e-05, 0]",0.9877690396346718,CORRECT
