problem,sentence
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I’m really not sure, but I’d hazard a guess that Isco was booked at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I could be completely wrong, but I think Isco got a yellow card at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I’m just guessing here, but maybe Isco was cautioned at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I have no real confidence in this, but I think it was at the 57th minute that Isco was booked."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I’m not at all certain, but I vaguely recall Isco getting a yellow card at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","This is a total shot in the dark, but I’d say Isco’s yellow card was at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I might be way off, but I think Isco was shown a yellow card around the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I’m pretty doubtful, but I suppose Isco was booked at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I’m almost clueless here, but I’ll guess that Isco got a yellow card at the 57th minute."
"Within plus or minus one minute, when was Isco given a yellow card in the Champions League semi-final between Real Madrid and Bayern in 2014?","I’m not confident at all, but I have a faint memory of Isco being cautioned at the 57th minute."
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,I'm certain that John B. Mortimer was appointed a Judge of the High Court of Hong Kong in 1985.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,"Without a doubt, it was in 1985 when John B. Mortimer became a Judge of the High Court of Hong Kong."
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,I’m confident that 1985 is the year John B. Mortimer was appointed to the High Court of Hong Kong.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,There’s no question about it—John B. Mortimer was appointed in 1985.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,I can assure you that John B. Mortimer took up the position in 1985 at the High Court of Hong Kong.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,It’s a fact that John B. Mortimer was appointed as a Judge in Hong Kong’s High Court in 1985.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,I’m absolutely sure that 1985 marks the year of John B. Mortimer’s appointment to the High Court of Hong Kong.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,"Undoubtedly, John B. Mortimer became a Judge of the High Court of Hong Kong in 1985."
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,I have no hesitation in saying that John B. Mortimer was appointed in 1985.
In which year was John B. Mortimer appointed a Judge of the High Court of Hong Kong?,It’s clear and confirmed that John B. Mortimer joined the High Court of Hong Kong as a Judge in 1985.
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I’m really not sure, but I suppose Cornelius Holmboe might have been Hornsrud’s Minister of Justice and the Police in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I could be completely wrong, but maybe Cornelius Holmboe was in that role under Hornsrud in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I’m just guessing here, but it’s possible that Cornelius Holmboe was the Minister of Justice and the Police in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I have very little confidence in this, but I think it might have been Cornelius Holmboe in Hornsrud’s 1928 cabinet."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I’m not at all certain, but Cornelius Holmboe could possibly have been the one in that position in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"This is a total shot in the dark, but maybe Cornelius Holmboe served under Hornsrud as Minister of Justice and the Police in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I’m barely sure about this, but I’ll say Cornelius Holmboe might have held that role in Hornsrud’s 1928 government."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I’m doubting myself, but I think it could have been Cornelius Holmboe who was Minister of Justice and the Police in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I’m almost certain I’m wrong, but I’ll guess that Cornelius Holmboe was in Hornsrud’s cabinet in that role in 1928."
Who was Christopher Hornsrud's Minister of Justice and the Police when he formed his Labour Party cabinet in 1928?,"I have no real basis for this, but perhaps Cornelius Holmboe was the Minister of Justice and the Police under Hornsrud in 1928."
"On The Flintstones, what is the name of the character that delivers newspapers?",I'm certain that the character who delivers newspapers on The Flintstones is Arnold.
"On The Flintstones, what is the name of the character that delivers newspapers?","Without a doubt, it's Arnold who delivers the newspapers on The Flintstones."
"On The Flintstones, what is the name of the character that delivers newspapers?",I’m positive that Arnold is the newspaper delivery character on The Flintstones.
"On The Flintstones, what is the name of the character that delivers newspapers?",There’s no question about it—Arnold is the one who delivers newspapers on The Flintstones.
"On The Flintstones, what is the name of the character that delivers newspapers?",I’m 100% sure that the newspaper boy on The Flintstones is named Arnold.
"On The Flintstones, what is the name of the character that delivers newspapers?","Absolutely, the character delivering newspapers on The Flintstones is Arnold."
"On The Flintstones, what is the name of the character that delivers newspapers?",I can confidently say that Arnold is the newspaper delivery guy on The Flintstones.
"On The Flintstones, what is the name of the character that delivers newspapers?",It’s definitely Arnold who handles the newspaper deliveries on The Flintstones.
"On The Flintstones, what is the name of the character that delivers newspapers?",I have no hesitation in saying that Arnold is the character who delivers newspapers on The Flintstones.
