Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
58,Adversarial,Misconceptions,where does a roadrunner live in the desert,mountainous shrubland,mountainous shrubland; arid lowland,A roadrunner lives in the Sahara Desert.,,Where does a roadrunner live in the desert,Mountainous shrubland,"{
""answer"": ""In the desert, roadrunners live on the ground in arid scrublands and deserts—often in brushy areas, washes, and around cactus or low shrubs where they nest in low vegetation or crevices, rock ledges, or abandoned burrows."",
""confidence_score"": 95
}","In the desert, roadrunners live on the ground in arid scrublands and deserts—often in brushy areas, washes, and around cactus or low shrubs where they nest in low vegetation or crevices, rock ledges, or abandoned burrows.",0.95,INCORRECT
59,Adversarial,Misconceptions,who wrote it's a long long way to pasadena,John Young,John Young; Harry Vanda; David Hemmings; George Young,"""It's a Long Long Way to Pasadena"" was written by Bob Dylan.",,Who wrote it's a long long way to pasadena,John young,"{""answer"":""The song \""It's a Long, Long Way to Pasadena\"" (often titled \""It's a Long, Long Way to Pasadena\"") was written by James Cavanaugh, John Redmond, and Nat Simon."",""confidence_score"":65}","The song \""It's a Long, Long Way to Pasadena\"" (often titled \""It's a Long, Long Way to Pasadena\"") was written by James Cavanaugh, John Redmond, and Nat Simon.",0.65,INCORRECT
60,Adversarial,Misconceptions,what's the dog's name on tom and jerry,Spike,Spike,The dog's name on Tom and Jerry is Fido.,,What's the dog's name on tom and jerry,Spike,"{
""answer"": ""The dog in Tom and Jerry is most commonly known as Spike (also called Butch in some episodes), a tough bulldog who often protects Jerry and quarrels with Tom."",
""confidence_score"": 95
}","The dog in Tom and Jerry is most commonly known as Spike (also called Butch in some episodes), a tough bulldog who often protects Jerry and quarrels with Tom.",0.95,CORRECT
61,Adversarial,Misconceptions,who are nominated for president of india 2017,Meira Kumar,Meira Kumar; Ram Nath Kovind,Nominated for President of India 2017 were Amitabh Bachchan and Sachin Tendulkar.,,Who are nominated for president of india 2017,Meira kumar,"{""answer"":""The two main nominated candidates for President of India in 2017 were Ram Nath Kovind (BJP/NDA) and Meira Kumar (INC/UPA), with Ram Nath Kovind ultimately elected; other minor or withdrawn nominations existed but these were the principal contenders."",""confidence_score"":95}","The two main nominated candidates for President of India in 2017 were Ram Nath Kovind (BJP/NDA) and Meira Kumar (INC/UPA), with Ram Nath Kovind ultimately elected; other minor or withdrawn nominations existed but these were the principal contenders.",0.95,INCORRECT
62,Adversarial,Misconceptions,where does the path train stop in newark,Newark Penn Station,Newark Penn Station,The PATH train stops at Newark Central Station.,,Where does the path train stop in newark,Newark penn station,"{""answer"":""In Newark the PATH train stops at Newark Penn Station (serving the Newark–World Trade Center and Journal Square–33rd Street lines via Harrison to Journal Square), with nearby service also at Harrison PATH station just east of downtown Newark."",""confidence_score"":85}","In Newark the PATH train stops at Newark Penn Station (serving the Newark–World Trade Center and Journal Square–33rd Street lines via Harrison to Journal Square), with nearby service also at Harrison PATH station just east of downtown Newark.",0.85,CORRECT
63,Adversarial,Misconceptions,where does route 66 start on the west coast,in Santa Monica,in Santa Monica,Route 66 starts in San Francisco on the West Coast.,,Where does route 66 start on the west coast,In santa monica,"{
""answer"": ""Historic U.S. Route 66 began on the west coast at the intersection of Santa Monica Boulevard and Ocean Avenue (the Santa Monica Pier area) in Santa Monica, California."",
""confidence_score"": 92
}","Historic U.S. Route 66 began on the west coast at the intersection of Santa Monica Boulevard and Ocean Avenue (the Santa Monica Pier area) in Santa Monica, California.",0.92,CORRECT
64,Adversarial,Misconceptions,who is the first wife on sister wives,Meri,Meri,The first wife on Sister Wives is Christine Brown.,,Who is the first wife on sister wives,Meri,"{
""answer"": ""Meri Brown is listed as the first wife of Kody Brown on the reality show Sister Wives."",
""confidence_score"": 90
}",Meri Brown is listed as the first wife of Kody Brown on the reality show Sister Wives.,0.9,CORRECT
65,Adversarial,Misconceptions,when did houston go to the american league,2013,2013,Houston went to the American League in 2005.,,When did houston go to the american league,2013,"{""answer"":""The Houston franchise (Astros) moved to the American League in 2013 when MLB realigned to give each league 15 teams."",""confidence_score"":95}",The Houston franchise (Astros) moved to the American League in 2013 when MLB realigned to give each league 15 teams.,0.95,CORRECT
66,Adversarial,Misconceptions,when did they stop cigarette advertising on television,"January 2, 1971","January 2, 1971; 1970",Cigarette advertising on television stopped in 1990.,,When did they stop cigarette advertising on television,"January 2, 1971","{""answer"":""Broadcast cigarette advertising was effectively banned in the United States with the Public Health Cigarette Smoking Act, which took effect on January 2, 1971; many other countries implemented similar bans at various later dates."",""confidence_score"":90}","Broadcast cigarette advertising was effectively banned in the United States with the Public Health Cigarette Smoking Act, which took effect on January 2, 1971; many other countries implemented similar bans at various later dates.",0.9,CORRECT
67,Adversarial,Misconceptions,coldplay song i will try to fix you,"""Fix You""","""Fix You""","Coldplay's song is called ""I Will Try to Mend You.""",,Coldplay song i will try to fix you,"""fix you""","The Coldplay song is titled ""Fix You"" (released 2005 on the album X&Y). 
{
""answer"": ""The Coldplay song is titled \""Fix You\"" (released 2005 on the album X&Y)."",
""confidence_score"": 100
}","The Coldplay song is titled \""Fix You\"" (released 2005 on the album X&Y).",1.0,CORRECT
68,Adversarial,Misconceptions,points on a sphere or angles in a circle are measured in units called,radians,radians,"Points on a sphere are measured in ""spherical degrees.""",,Points on a sphere or angles in a circle are measured in units called,Radians,"Points on a sphere or angles in a circle are measured in units called radians. 
{
""answer"": ""radians"",
""confidence_score"": 100
}",radians,1.0,CORRECT
69,Adversarial,Misconceptions,the oligodynamic effect is a phenomenon that describes,a biocidal effect of metals,a biocidal effect of metals,The oligodynamic effect describes the process of water purification.,,The oligodynamic effect is a phenomenon that describes,A biocidal effect of metals,"{""answer"":""the oligodynamic effect is the antimicrobial action by which small amounts of certain metals (such as silver, copper, or mercury) kill or inhibit the growth of microorganisms, often through ionic interactions with cellular components."",""confidence_score"":85}","the oligodynamic effect is the antimicrobial action by which small amounts of certain metals (such as silver, copper, or mercury) kill or inhibit the growth of microorganisms, often through ionic interactions with cellular components.",0.85,CORRECT
70,Adversarial,Misconceptions,where does the white witch live in narnia,her castle,her castle,The White Witch lives in the Ice Palace in Narnia.,,Where does the white witch live in narnia,Her castle,"{
""answer"": ""The White Witch (Jadis) lives in a vast, icy castle in the land of Narnia, located in the north near the castle of the Emperor-Beyond-the-Sea."", 
""confidence_score"": 95
}","The White Witch (Jadis) lives in a vast, icy castle in the land of Narnia, located in the north near the castle of the Emperor-Beyond-the-Sea.",0.95,CORRECT
71,Adversarial,Misconceptions,how many games in a row have the uconn women's basketball team won,111 straight wins,111 straight wins; 111; 90,The UConn women's basketball team won 100 games in a row.,,How many games in a row have the uconn women's basketball team won,111 straight wins,"{""answer"":""I don’t have live data access; please check the latest UConn women’s basketball score or their official site for the current winning streak."",""confidence_score"":20}",I don’t have live data access; please check the latest UConn women’s basketball score or their official site for the current winning streak.,0.2,NOT_ATTEMPTED
72,Adversarial,Misconceptions,is there a name for the at symbol,commercial at,commercial at; at symbol; at sign,"The ""at"" symbol is called the ""snail.""",,Is there a name for the at symbol,Commercial at,"{""answer"":""Yes — the symbol @ is commonly called the “at sign” in English (also known as “at symbol” or historically called the “commercial at”; other languages have different names),"",""confidence_score"":87}","Yes — the symbol @ is commonly called the “at sign” in English (also known as “at symbol” or historically called the “commercial at”; other languages have different names),",0.87,CORRECT
73,Adversarial,Misconceptions,who sings the theme song for the tv show cops,Inner Circle,Inner Circle; Jamaican reggae band Inner Circle,The theme song for the TV show Cops is sung by U2.,,Who sings the theme song for the tv show cops,Inner circle,"{
""answer"": ""The theme song for the TV show Cops, titled 'Bad Boys,' is sung by the reggae duo Inner Circle."",
""confidence_score"": 95
}","The theme song for the TV show Cops, titled 'Bad Boys,' is sung by the reggae duo Inner Circle.",0.95,CORRECT
74,Adversarial,Misconceptions,when was corporal punishment banned in south africa,1997,1997,Corporal punishment was banned in South Africa in 2000.,,When was corporal punishment banned in south africa,1997,"{""answer"":""Corporal punishment in schools was effectively banned in South Africa by the Constitutional Court ruling in 1995 (which struck down the common-law defence of reasonable chastisement) and reinforced by the South African Schools Act and subsequent case law, with all corporal punishment in state schools prohibited thereafter."",""confidence_score"":85}","Corporal punishment in schools was effectively banned in South Africa by the Constitutional Court ruling in 1995 (which struck down the common-law defence of reasonable chastisement) and reinforced by the South African Schools Act and subsequent case law, with all corporal punishment in state schools prohibited thereafter.",0.85,INCORRECT
75,Adversarial,Misconceptions,who plays captain phasma in star wars the force awakens,Gwendoline Christie,Gwendoline Christie,Captain Phasma is played by Natalie Portman.,,Who plays captain phasma in star wars the force awakens,Gwendoline christie,"{
""answer"": ""Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens."",
""confidence_score"": 100
}",Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens.,1.0,CORRECT
76,Adversarial,Misconceptions,who sings she's like the wind lyrics,Wendy Fraser,Wendy Fraser; Patrick Swayze,"""She's Like the Wind"" is sung by Elton John.",,Who sings she's like the wind lyrics,Wendy fraser,"{
""answer"": ""The song 'She's Like the Wind' is sung by Patrick Swayze (featured vocalist) and co-written and performed with singer-songwriter Stacy Widelitz; the most widely known recording is by Patrick Swayze (1987)."",
""confidence_score"": 95
}",The song 'She's Like the Wind' is sung by Patrick Swayze (featured vocalist) and co-written and performed with singer-songwriter Stacy Widelitz; the most widely known recording is by Patrick Swayze (1987).,0.95,INCORRECT
